RefundID,OrderID,CustomerID,TransactionID,RefundAmount,RefundStatus,RefundReason,RequestedDate,ProcessedDate,GatewayReference
REF00002417,ORD0038730,CUST038730,TXN00038730,410.81,NOT_INITIATED,ORDER_CANCELLED,,,GW-28296744
REF00002418,ORD0038733,CUST038733,TXN00038733,710.38,NOT_INITIATED,ORDER_CANCELLED,,,GW-72641060
REF00002419,ORD0038762,CUST038762,TXN00038762,1828.83,NOT_INITIATED,ORDER_CANCELLED,,,GW-57352062
REF00002420,ORD0038772,CUST038772,TXN00038772,1058.02,NOT_INITIATED,ORDER_CANCELLED,,,GW-65851150
REF00002421,ORD0038832,CUST038832,TXN00038832,77.36,NOT_INITIATED,RETURN,,,GW-85260813
REF00002422,ORD0038853,CUST038853,TXN00038853,227.62,NOT_INITIATED,RETURN,,,GW-91894601
REF00002423,ORD0038865,CUST038865,TXN00038865,442.71,NOT_INITIATED,RETURN,,,GW-86813668
REF00002424,ORD0038882,CUST038882,TXN00038882,1270.75,NOT_INITIATED,RETURN,,,GW-23784805
REF00002425,ORD0038946,CUST038946,TXN00038946,1580.68,NOT_INITIATED,RETURN,,,GW-39115841
REF00002426,ORD0038947,CUST038947,TXN00038947,47.33,NOT_INITIATED,ORDER_CANCELLED,,,GW-61866507
REF00002427,ORD0038959,CUST038959,TXN00038959,132.99,NOT_INITIATED,ORDER_CANCELLED,,,GW-22470740
REF00002428,ORD0038968,CUST038968,TXN00038968,1470.87,NOT_INITIATED,ORDER_CANCELLED,,,GW-61738890
REF00002429,ORD0038982,CUST038982,TXN00038982,79.81,NOT_INITIATED,ORDER_CANCELLED,,,GW-60982425
REF00002430,ORD0038987,CUST038987,TXN00038987,554.0,NOT_INITIATED,ORDER_CANCELLED,,,GW-16660203
REF00002431,ORD0039001,CUST039001,TXN00039001,1721.91,NOT_INITIATED,ORDER_CANCELLED,,,GW-23018954
REF00002432,ORD0039002,CUST039002,TXN00039002,563.94,NOT_INITIATED,ORDER_CANCELLED,,,GW-51930467
REF00002433,ORD0039004,CUST039004,TXN00039004,2053.16,NOT_INITIATED,RETURN,,,GW-68932444
REF00002434,ORD0039013,CUST039013,TXN00039013,1616.25,NOT_INITIATED,ORDER_CANCELLED,,,GW-95341687
REF00002435,ORD0039015,CUST039015,TXN00039015,240.56,NOT_INITIATED,ORDER_CANCELLED,,,GW-33277437
REF00002436,ORD0039027,CUST039027,TXN00039027,478.42,NOT_INITIATED,ORDER_CANCELLED,,,GW-49021440
REF00002437,ORD0039030,CUST039030,TXN00039030,437.91,NOT_INITIATED,RETURN,,,GW-99854362
REF00002438,ORD0039040,CUST039040,TXN00039040,1322.43,NOT_INITIATED,ORDER_CANCELLED,,,GW-65676392
REF00002439,ORD0039091,CUST039091,TXN00039091,1171.7,NOT_INITIATED,ORDER_CANCELLED,,,GW-96716961
REF00002440,ORD0039093,CUST039093,TXN00039093,522.86,NOT_INITIATED,RETURN,,,GW-92608450
REF00002441,ORD0039105,CUST039105,TXN00039105,616.93,NOT_INITIATED,ORDER_CANCELLED,,,GW-50798010
REF00002442,ORD0039146,CUST039146,TXN00039146,603.31,NOT_INITIATED,RETURN,,,GW-93980719
REF00002443,ORD0039164,CUST039164,TXN00039164,978.86,NOT_INITIATED,ORDER_CANCELLED,,,GW-23825948
REF00002444,ORD0039188,CUST039188,TXN00039188,1349.65,NOT_INITIATED,RETURN,,,GW-94297330
REF00002445,ORD0039213,CUST039213,TXN00039213,2402.54,NOT_INITIATED,ORDER_CANCELLED,,,GW-22106605
REF00002446,ORD0039214,CUST039214,TXN00039214,117.84,NOT_INITIATED,ORDER_CANCELLED,,,GW-80555774
REF00002447,ORD0039215,CUST039215,TXN00039215,2750.23,NOT_INITIATED,ORDER_CANCELLED,,,GW-23332791
REF00002448,ORD0039229,CUST039229,TXN00039229,1096.49,NOT_INITIATED,ORDER_CANCELLED,,,GW-84038066
REF00002449,ORD0039230,CUST039230,TXN00039230,36.54,NOT_INITIATED,RETURN,,,GW-36886761
REF00002450,ORD0039259,CUST039259,TXN00039259,182.18,NOT_INITIATED,ORDER_CANCELLED,,,GW-22540746
REF00002451,ORD0039313,CUST039313,TXN00039313,1139.89,NOT_INITIATED,RETURN,,,GW-67058335
REF00002452,ORD0039330,CUST039330,TXN00039330,474.01,NOT_INITIATED,RETURN,,,GW-90506451
REF00002453,ORD0039337,CUST039337,TXN00039337,1876.58,NOT_INITIATED,ORDER_CANCELLED,,,GW-47802824
REF00002454,ORD0039342,CUST039342,TXN00039342,822.83,NOT_INITIATED,ORDER_CANCELLED,,,GW-55425966
REF00002455,ORD0039348,CUST039348,TXN00039348,1738.52,NOT_INITIATED,RETURN,,,GW-22973348
REF00002456,ORD0039368,CUST039368,TXN00039368,766.24,NOT_INITIATED,ORDER_CANCELLED,,,GW-44530764
REF00002457,ORD0039391,CUST039391,TXN00039391,422.4,NOT_INITIATED,ORDER_CANCELLED,,,GW-76299328
REF00002458,ORD0039394,CUST039394,TXN00039394,684.97,NOT_INITIATED,ORDER_CANCELLED,,,GW-16298632
REF00002459,ORD0039407,CUST039407,TXN00039407,335.97,NOT_INITIATED,RETURN,,,GW-78837819
REF00002460,ORD0039412,CUST039412,TXN00039412,2016.56,NOT_INITIATED,RETURN,,,GW-11695551
REF00002461,ORD0039418,CUST039418,TXN00039418,1318.37,NOT_INITIATED,RETURN,,,GW-45347806
REF00002462,ORD0039442,CUST039442,TXN00039442,1542.32,NOT_INITIATED,ORDER_CANCELLED,,,GW-86949321
REF00002463,ORD0039458,CUST039458,TXN00039458,486.17,NOT_INITIATED,RETURN,,,GW-70182221
REF00002464,ORD0039476,CUST039476,TXN00039476,642.68,NOT_INITIATED,RETURN,,,GW-53327432
REF00002465,ORD0039491,CUST039491,TXN00039491,1512.4,NOT_INITIATED,ORDER_CANCELLED,,,GW-49029276
REF00002466,ORD0039497,CUST039497,TXN00039497,2321.98,NOT_INITIATED,ORDER_CANCELLED,,,GW-54478413
REF00002467,ORD0039551,CUST039551,TXN00039551,1464.78,NOT_INITIATED,RETURN,,,GW-13223222
REF00002468,ORD0039580,CUST039580,TXN00039580,566.34,NOT_INITIATED,RETURN,,,GW-51373204
REF00002469,ORD0039582,CUST039582,TXN00039582,734.84,NOT_INITIATED,RETURN,,,GW-34413246
REF00002470,ORD0039592,CUST039592,TXN00039592,270.01,NOT_INITIATED,RETURN,,,GW-89418594
REF00002471,ORD0039593,CUST039593,TXN00039593,2442.34,NOT_INITIATED,ORDER_CANCELLED,,,GW-50219716
REF00002472,ORD0039631,CUST039631,TXN00039631,767.81,NOT_INITIATED,ORDER_CANCELLED,,,GW-42319826
REF00002473,ORD0039637,CUST039637,TXN00039637,2732.68,NOT_INITIATED,RETURN,,,GW-71171277
REF00002474,ORD0039641,CUST039641,TXN00039641,201.12,NOT_INITIATED,ORDER_CANCELLED,,,GW-19309586
REF00002475,ORD0039650,CUST039650,TXN00039650,3145.04,NOT_INITIATED,ORDER_CANCELLED,,,GW-62037498
REF00002476,ORD0039667,CUST039667,TXN00039667,288.82,NOT_INITIATED,RETURN,,,GW-73711334
REF00002477,ORD0039690,CUST039690,TXN00039690,111.03,NOT_INITIATED,ORDER_CANCELLED,,,GW-32353029
REF00002478,ORD0039756,CUST039756,TXN00039756,422.59,NOT_INITIATED,RETURN,,,GW-79237555
REF00002479,ORD0039772,CUST039772,TXN00039772,288.55,NOT_INITIATED,RETURN,,,GW-74714508
REF00002480,ORD0039799,CUST039799,TXN00039799,1745.66,NOT_INITIATED,ORDER_CANCELLED,,,GW-85772820
REF00002481,ORD0039845,CUST039845,TXN00039845,1122.9,NOT_INITIATED,RETURN,,,GW-95608843
REF00002482,ORD0039902,CUST039902,TXN00039902,196.57,NOT_INITIATED,RETURN,,,GW-19428745
REF00002483,ORD0039905,CUST039905,TXN00039905,27.08,NOT_INITIATED,RETURN,,,GW-68515406
REF00002484,ORD0039920,CUST039920,TXN00039920,1235.01,NOT_INITIATED,RETURN,,,GW-93853415
REF00002485,ORD0039926,CUST039926,TXN00039926,1818.68,NOT_INITIATED,ORDER_CANCELLED,,,GW-52648630
REF00002486,ORD0039942,CUST039942,TXN00039942,944.65,NOT_INITIATED,RETURN,,,GW-11449814
REF00002487,ORD0039948,CUST039948,TXN00039948,1651.33,NOT_INITIATED,ORDER_CANCELLED,,,GW-39784734
REF00002488,ORD0039961,CUST039961,TXN00039961,18.17,NOT_INITIATED,ORDER_CANCELLED,,,GW-76150312
REF00002489,ORD0039974,CUST039974,TXN00039974,3267.05,NOT_INITIATED,RETURN,,,GW-36141665
REF00002490,ORD0040032,CUST040032,TXN00040032,1027.43,NOT_INITIATED,ORDER_CANCELLED,,,GW-60006386
REF00002491,ORD0040042,CUST040042,TXN00040042,1773.19,NOT_INITIATED,ORDER_CANCELLED,,,GW-70084341
REF00002492,ORD0040054,CUST040054,TXN00040054,518.29,NOT_INITIATED,RETURN,,,GW-80910573
REF00002493,ORD0040082,CUST040082,TXN00040082,860.67,NOT_INITIATED,ORDER_CANCELLED,,,GW-92611012
REF00002494,ORD0040108,CUST040108,TXN00040108,1674.72,NOT_INITIATED,ORDER_CANCELLED,,,GW-49282331
REF00002495,ORD0040124,CUST040124,TXN00040124,487.57,NOT_INITIATED,RETURN,,,GW-78068436
REF00002496,ORD0040153,CUST040153,TXN00040153,2030.36,NOT_INITIATED,RETURN,,,GW-68821063
REF00002497,ORD0040156,CUST040156,TXN00040156,319.1,NOT_INITIATED,RETURN,,,GW-98292711
REF00002498,ORD0040157,CUST040157,TXN00040157,1241.51,NOT_INITIATED,RETURN,,,GW-63347146
REF00002499,ORD0040169,CUST040169,TXN00040169,980.62,NOT_INITIATED,ORDER_CANCELLED,,,GW-59385975
REF00002500,ORD0040201,CUST040201,TXN00040201,208.36,NOT_INITIATED,ORDER_CANCELLED,,,GW-30873991
REF00002501,ORD0040204,CUST040204,TXN00040204,1112.83,NOT_INITIATED,ORDER_CANCELLED,,,GW-16780976
REF00002502,ORD0040206,CUST040206,TXN00040206,1309.17,NOT_INITIATED,RETURN,,,GW-73214960
REF00002503,ORD0040233,CUST040233,TXN00040233,148.6,NOT_INITIATED,RETURN,,,GW-69190066
REF00002504,ORD0040253,CUST040253,TXN00040253,579.79,NOT_INITIATED,ORDER_CANCELLED,,,GW-64326293
REF00002505,ORD0040257,CUST040257,TXN00040257,1051.95,NOT_INITIATED,ORDER_CANCELLED,,,GW-34002205
REF00002506,ORD0040261,CUST040261,TXN00040261,1890.16,NOT_INITIATED,RETURN,,,GW-45019651
REF00002507,ORD0040302,CUST040302,TXN00040302,1395.65,NOT_INITIATED,ORDER_CANCELLED,,,GW-27128686
REF00002508,ORD0040330,CUST040330,TXN00040330,1840.96,NOT_INITIATED,RETURN,,,GW-59590573
REF00002509,ORD0040332,CUST040332,TXN00040332,86.49,NOT_INITIATED,RETURN,,,GW-67801507
REF00002510,ORD0040333,CUST040333,TXN00040333,1701.65,NOT_INITIATED,RETURN,,,GW-69576922
REF00002511,ORD0040365,CUST040365,TXN00040365,314.2,NOT_INITIATED,ORDER_CANCELLED,,,GW-37536226
REF00002512,ORD0040376,CUST040376,TXN00040376,579.94,NOT_INITIATED,RETURN,,,GW-91919162
REF00002513,ORD0040412,CUST040412,TXN00040412,1179.91,NOT_INITIATED,ORDER_CANCELLED,,,GW-26213713
REF00002514,ORD0040425,CUST040425,TXN00040425,663.3,NOT_INITIATED,RETURN,,,GW-29046726
REF00002515,ORD0040439,CUST040439,TXN00040439,92.22,NOT_INITIATED,RETURN,,,GW-24977963
REF00002516,ORD0040456,CUST040456,TXN00040456,920.41,NOT_INITIATED,ORDER_CANCELLED,,,GW-58961294
REF00002517,ORD0040511,CUST040511,TXN00040511,277.73,NOT_INITIATED,ORDER_CANCELLED,,,GW-57370028
REF00002518,ORD0040557,CUST040557,TXN00040557,1279.38,NOT_INITIATED,RETURN,,,GW-14880204
REF00002519,ORD0040559,CUST040559,TXN00040559,2337.64,NOT_INITIATED,ORDER_CANCELLED,,,GW-78478362
REF00002520,ORD0040571,CUST040571,TXN00040571,822.84,NOT_INITIATED,RETURN,,,GW-21281414
REF00002521,ORD0040578,CUST040578,TXN00040578,517.17,NOT_INITIATED,RETURN,,,GW-46871174
REF00002522,ORD0040598,CUST040598,TXN00040598,118.3,NOT_INITIATED,RETURN,,,GW-66580027
REF00002523,ORD0040606,CUST040606,TXN00040606,193.89,NOT_INITIATED,RETURN,,,GW-22978456
REF00002524,ORD0040607,CUST040607,TXN00040607,1895.66,NOT_INITIATED,ORDER_CANCELLED,,,GW-44353541
REF00002525,ORD0040616,CUST040616,TXN00040616,227.91,NOT_INITIATED,RETURN,,,GW-85288661
REF00002526,ORD0040636,CUST040636,TXN00040636,696.46,NOT_INITIATED,RETURN,,,GW-86797149
REF00002527,ORD0040682,CUST040682,TXN00040682,508.12,NOT_INITIATED,ORDER_CANCELLED,,,GW-27210869
REF00002528,ORD0040703,CUST040703,TXN00040703,1726.17,NOT_INITIATED,ORDER_CANCELLED,,,GW-68421525
REF00002529,ORD0040704,CUST040704,TXN00040704,1138.67,NOT_INITIATED,ORDER_CANCELLED,,,GW-56978304
REF00002530,ORD0040720,CUST040720,TXN00040720,714.55,NOT_INITIATED,RETURN,,,GW-60475001
REF00002531,ORD0040730,CUST040730,TXN00040730,1842.2,NOT_INITIATED,ORDER_CANCELLED,,,GW-22863565
REF00002532,ORD0040732,CUST040732,TXN00040732,1564.76,NOT_INITIATED,RETURN,,,GW-63348396
REF00002533,ORD0040741,CUST040741,TXN00040741,1397.49,NOT_INITIATED,RETURN,,,GW-37226146
REF00002534,ORD0040743,CUST040743,TXN00040743,289.33,NOT_INITIATED,ORDER_CANCELLED,,,GW-73524204
REF00002535,ORD0040759,CUST040759,TXN00040759,230.17,NOT_INITIATED,ORDER_CANCELLED,,,GW-27884518
REF00002536,ORD0040812,CUST040812,TXN00040812,624.84,NOT_INITIATED,ORDER_CANCELLED,,,GW-41507602
REF00002537,ORD0040831,CUST040831,TXN00040831,534.3,NOT_INITIATED,RETURN,,,GW-29286958
REF00002538,ORD0040859,CUST040859,TXN00040859,182.19,NOT_INITIATED,RETURN,,,GW-93095738
REF00002539,ORD0040876,CUST040876,TXN00040876,784.33,NOT_INITIATED,RETURN,,,GW-70920644
REF00002540,ORD0040883,CUST040883,TXN00040883,1356.46,NOT_INITIATED,RETURN,,,GW-90165196
REF00002541,ORD0040929,CUST040929,TXN00040929,157.48,NOT_INITIATED,RETURN,,,GW-36771900
REF00002542,ORD0040952,CUST040952,TXN00040952,684.65,NOT_INITIATED,ORDER_CANCELLED,,,GW-89550525
REF00002543,ORD0041003,CUST041003,TXN00041003,1625.41,NOT_INITIATED,ORDER_CANCELLED,,,GW-48648989
REF00002544,ORD0041010,CUST041010,TXN00041010,114.49,NOT_INITIATED,ORDER_CANCELLED,,,GW-19453829
REF00002545,ORD0041041,CUST041041,TXN00041041,37.6,NOT_INITIATED,ORDER_CANCELLED,,,GW-57295030
REF00002546,ORD0041061,CUST041061,TXN00041061,293.52,NOT_INITIATED,RETURN,,,GW-33346452
REF00002547,ORD0041082,CUST041082,TXN00041082,1847.5,NOT_INITIATED,RETURN,,,GW-67428648
REF00002548,ORD0041122,CUST041122,TXN00041122,702.01,NOT_INITIATED,ORDER_CANCELLED,,,GW-80070107
REF00002549,ORD0041172,CUST041172,TXN00041172,729.94,NOT_INITIATED,RETURN,,,GW-86723072
REF00002550,ORD0041189,CUST041189,TXN00041189,726.91,NOT_INITIATED,RETURN,,,GW-20645435
REF00002551,ORD0041217,CUST041217,TXN00041217,612.17,NOT_INITIATED,RETURN,,,GW-22906618
REF00002552,ORD0041220,CUST041220,TXN00041220,381.52,NOT_INITIATED,ORDER_CANCELLED,,,GW-65465569
REF00002553,ORD0041227,CUST041227,TXN00041227,1000.28,NOT_INITIATED,ORDER_CANCELLED,,,GW-81803840
REF00002554,ORD0041233,CUST041233,TXN00041233,332.96,NOT_INITIATED,RETURN,,,GW-63351912
REF00002555,ORD0041240,CUST041240,TXN00041240,327.45,NOT_INITIATED,RETURN,,,GW-37724562
REF00002556,ORD0041243,CUST041243,TXN00041243,1116.64,NOT_INITIATED,ORDER_CANCELLED,,,GW-11957189
REF00002557,ORD0041262,CUST041262,TXN00041262,1316.46,NOT_INITIATED,RETURN,,,GW-84087165
REF00002558,ORD0041273,CUST041273,TXN00041273,230.45,NOT_INITIATED,ORDER_CANCELLED,,,GW-70904983
REF00002559,ORD0041293,CUST041293,TXN00041293,1061.05,NOT_INITIATED,ORDER_CANCELLED,,,GW-58537893
REF00002560,ORD0041298,CUST041298,TXN00041298,333.2,NOT_INITIATED,RETURN,,,GW-31066609
REF00002561,ORD0041314,CUST041314,TXN00041314,798.56,NOT_INITIATED,RETURN,,,GW-26600647
REF00002562,ORD0041327,CUST041327,TXN00041327,820.89,NOT_INITIATED,RETURN,,,GW-82591079
REF00002563,ORD0041334,CUST041334,TXN00041334,426.9,NOT_INITIATED,ORDER_CANCELLED,,,GW-48912804
REF00002564,ORD0041343,CUST041343,TXN00041343,1256.54,NOT_INITIATED,RETURN,,,GW-69098708
REF00002565,ORD0041347,CUST041347,TXN00041347,179.5,NOT_INITIATED,ORDER_CANCELLED,,,GW-27645699
REF00002566,ORD0041408,CUST041408,TXN00041408,388.23,NOT_INITIATED,RETURN,,,GW-43801111
REF00002567,ORD0041412,CUST041412,TXN00041412,1901.28,NOT_INITIATED,ORDER_CANCELLED,,,GW-83376141
REF00002568,ORD0041445,CUST041445,TXN00041445,1489.07,NOT_INITIATED,RETURN,,,GW-74306649
REF00002569,ORD0041464,CUST041464,TXN00041464,851.64,NOT_INITIATED,ORDER_CANCELLED,,,GW-38778345
REF00002570,ORD0041475,CUST041475,TXN00041475,2094.63,NOT_INITIATED,RETURN,,,GW-79831542
REF00002571,ORD0041584,CUST041584,TXN00041584,169.1,NOT_INITIATED,RETURN,,,GW-12154945
REF00002572,ORD0041593,CUST041593,TXN00041593,289.72,NOT_INITIATED,ORDER_CANCELLED,,,GW-98387306
REF00002573,ORD0041598,CUST041598,TXN00041598,358.25,NOT_INITIATED,RETURN,,,GW-29169361
REF00002574,ORD0041631,CUST041631,TXN00041631,1116.04,NOT_INITIATED,ORDER_CANCELLED,,,GW-46454333
REF00002575,ORD0041668,CUST041668,TXN00041668,474.88,NOT_INITIATED,RETURN,,,GW-33826924
REF00002576,ORD0041681,CUST041681,TXN00041681,693.94,NOT_INITIATED,ORDER_CANCELLED,,,GW-96645697
REF00002577,ORD0041685,CUST041685,TXN00041685,349.82,NOT_INITIATED,ORDER_CANCELLED,,,GW-75121316
REF00002578,ORD0041704,CUST041704,TXN00041704,1227.54,NOT_INITIATED,RETURN,,,GW-10825687
REF00002579,ORD0041709,CUST041709,TXN00041709,1592.36,NOT_INITIATED,ORDER_CANCELLED,,,GW-63825339
REF00002580,ORD0041730,CUST041730,TXN00041730,1936.65,NOT_INITIATED,RETURN,,,GW-83847384
REF00002581,ORD0041733,CUST041733,TXN00041733,1501.89,NOT_INITIATED,RETURN,,,GW-14007840
REF00002582,ORD0041734,CUST041734,TXN00041734,673.37,NOT_INITIATED,RETURN,,,GW-72215367
REF00002583,ORD0041762,CUST041762,TXN00041762,650.98,NOT_INITIATED,RETURN,,,GW-23699778
REF00002584,ORD0041774,CUST041774,TXN00041774,1512.7,NOT_INITIATED,RETURN,,,GW-29841269
REF00002585,ORD0041782,CUST041782,TXN00041782,510.45,NOT_INITIATED,RETURN,,,GW-67245114
REF00002586,ORD0041784,CUST041784,TXN00041784,717.8,NOT_INITIATED,ORDER_CANCELLED,,,GW-11207531
REF00002587,ORD0041798,CUST041798,TXN00041798,973.98,NOT_INITIATED,ORDER_CANCELLED,,,GW-40396555
REF00002588,ORD0041806,CUST041806,TXN00041806,135.07,NOT_INITIATED,RETURN,,,GW-15612148
REF00002589,ORD0041836,CUST041836,TXN00041836,43.91,NOT_INITIATED,RETURN,,,GW-52576336
REF00002590,ORD0041837,CUST041837,TXN00041837,1033.86,NOT_INITIATED,ORDER_CANCELLED,,,GW-44860389
REF00002591,ORD0041879,CUST041879,TXN00041879,1009.69,NOT_INITIATED,ORDER_CANCELLED,,,GW-71373995
REF00002592,ORD0041903,CUST041903,TXN00041903,579.5,NOT_INITIATED,ORDER_CANCELLED,,,GW-25133491
REF00002593,ORD0041922,CUST041922,TXN00041922,232.37,NOT_INITIATED,RETURN,,,GW-73305999
REF00002594,ORD0041925,CUST041925,TXN00041925,869.04,NOT_INITIATED,RETURN,,,GW-67808406
REF00002595,ORD0041927,CUST041927,TXN00041927,326.04,NOT_INITIATED,ORDER_CANCELLED,,,GW-83765514
REF00002596,ORD0041966,CUST041966,TXN00041966,2408.58,NOT_INITIATED,RETURN,,,GW-71852144
REF00002597,ORD0041973,CUST041973,TXN00041973,931.41,NOT_INITIATED,RETURN,,,GW-45158380
REF00002598,ORD0041976,CUST041976,TXN00041976,715.41,NOT_INITIATED,ORDER_CANCELLED,,,GW-70899295
REF00002599,ORD0041987,CUST041987,TXN00041987,1880.85,NOT_INITIATED,ORDER_CANCELLED,,,GW-30742203
REF00002600,ORD0042017,CUST042017,TXN00042017,3206.19,NOT_INITIATED,RETURN,,,GW-43696957
REF00002601,ORD0042025,CUST042025,TXN00042025,1002.52,NOT_INITIATED,RETURN,,,GW-51282628
REF00002602,ORD0042036,CUST042036,TXN00042036,396.61,NOT_INITIATED,ORDER_CANCELLED,,,GW-25261954
REF00002603,ORD0042114,CUST042114,TXN00042114,991.36,NOT_INITIATED,RETURN,,,GW-16416855
REF00002604,ORD0042187,CUST042187,TXN00042187,484.49,NOT_INITIATED,RETURN,,,GW-87480351
REF00002605,ORD0042224,CUST042224,TXN00042224,610.53,NOT_INITIATED,RETURN,,,GW-35029158
REF00002606,ORD0042274,CUST042274,TXN00042274,35.17,NOT_INITIATED,RETURN,,,GW-70526534
REF00002607,ORD0042278,CUST042278,TXN00042278,1263.44,NOT_INITIATED,RETURN,,,GW-77709238
REF00002608,ORD0042310,CUST042310,TXN00042310,1283.34,NOT_INITIATED,ORDER_CANCELLED,,,GW-25608907
REF00002609,ORD0042311,CUST042311,TXN00042311,1108.06,NOT_INITIATED,ORDER_CANCELLED,,,GW-12757604
REF00002610,ORD0042321,CUST042321,TXN00042321,29.36,NOT_INITIATED,RETURN,,,GW-75277773
REF00002611,ORD0042352,CUST042352,TXN00042352,548.64,NOT_INITIATED,RETURN,,,GW-30439992
REF00002612,ORD0042356,CUST042356,TXN00042356,1521.74,NOT_INITIATED,ORDER_CANCELLED,,,GW-92614654
REF00002613,ORD0042360,CUST042360,TXN00042360,56.09,NOT_INITIATED,RETURN,,,GW-74032148
REF00002614,ORD0042380,CUST042380,TXN00042380,954.9,NOT_INITIATED,ORDER_CANCELLED,,,GW-14546700
REF00002615,ORD0042399,CUST042399,TXN00042399,895.33,NOT_INITIATED,ORDER_CANCELLED,,,GW-43152710
REF00002616,ORD0042412,CUST042412,TXN00042412,645.67,NOT_INITIATED,ORDER_CANCELLED,,,GW-92465651
REF00002617,ORD0042421,CUST042421,TXN00042421,1315.21,NOT_INITIATED,ORDER_CANCELLED,,,GW-49159169
REF00002618,ORD0042423,CUST042423,TXN00042423,1659.86,NOT_INITIATED,RETURN,,,GW-99121969
REF00002619,ORD0042427,CUST042427,TXN00042427,2848.66,NOT_INITIATED,RETURN,,,GW-98267399
REF00002620,ORD0042436,CUST042436,TXN00042436,191.66,NOT_INITIATED,ORDER_CANCELLED,,,GW-63989179
REF00002621,ORD0042438,CUST042438,TXN00042438,82.46,NOT_INITIATED,RETURN,,,GW-51306238
REF00002622,ORD0042462,CUST042462,TXN00042462,1481.0,NOT_INITIATED,RETURN,,,GW-53724012
REF00002623,ORD0042474,CUST042474,TXN00042474,398.4,NOT_INITIATED,RETURN,,,GW-45729953
REF00002624,ORD0042524,CUST042524,TXN00042524,2906.45,NOT_INITIATED,ORDER_CANCELLED,,,GW-53192483
REF00002625,ORD0042538,CUST042538,TXN00042538,71.71,NOT_INITIATED,RETURN,,,GW-91528568
REF00002626,ORD0042594,CUST042594,TXN00042594,1780.98,NOT_INITIATED,RETURN,,,GW-13959244
REF00002627,ORD0042595,CUST042595,TXN00042595,1870.19,NOT_INITIATED,ORDER_CANCELLED,,,GW-42028780
REF00002628,ORD0042646,CUST042646,TXN00042646,355.62,NOT_INITIATED,RETURN,,,GW-86078134
REF00002629,ORD0042652,CUST042652,TXN00042652,275.77,NOT_INITIATED,ORDER_CANCELLED,,,GW-13864743
REF00002630,ORD0042656,CUST042656,TXN00042656,703.95,NOT_INITIATED,RETURN,,,GW-22509445
REF00002631,ORD0042657,CUST042657,TXN00042657,2082.4,NOT_INITIATED,ORDER_CANCELLED,,,GW-49005969
REF00002632,ORD0042758,CUST042758,TXN00042758,213.1,NOT_INITIATED,RETURN,,,GW-74622455
REF00002633,ORD0042765,CUST042765,TXN00042765,434.8,NOT_INITIATED,RETURN,,,GW-44552900
REF00002634,ORD0042785,CUST042785,TXN00042785,276.0,NOT_INITIATED,ORDER_CANCELLED,,,GW-61486114
REF00002635,ORD0042832,CUST042832,TXN00042832,1014.87,NOT_INITIATED,RETURN,,,GW-85309658
REF00002636,ORD0042855,CUST042855,TXN00042855,1288.95,NOT_INITIATED,ORDER_CANCELLED,,,GW-88051070
REF00002637,ORD0042875,CUST042875,TXN00042875,731.44,NOT_INITIATED,RETURN,,,GW-29515515
REF00002638,ORD0042880,CUST042880,TXN00042880,467.38,NOT_INITIATED,ORDER_CANCELLED,,,GW-21497396
REF00002639,ORD0042883,CUST042883,TXN00042883,1256.79,NOT_INITIATED,ORDER_CANCELLED,,,GW-14477915
REF00002640,ORD0042894,CUST042894,TXN00042894,1937.42,NOT_INITIATED,RETURN,,,GW-12653466
REF00002641,ORD0042902,CUST042902,TXN00042902,2293.41,NOT_INITIATED,ORDER_CANCELLED,,,GW-87833666
REF00002642,ORD0042909,CUST042909,TXN00042909,165.39,NOT_INITIATED,ORDER_CANCELLED,,,GW-52045061
REF00002643,ORD0042959,CUST042959,TXN00042959,1030.51,NOT_INITIATED,RETURN,,,GW-42685042
REF00002644,ORD0042965,CUST042965,TXN00042965,1788.56,NOT_INITIATED,RETURN,,,GW-25602606
REF00002645,ORD0042984,CUST042984,TXN00042984,1297.33,NOT_INITIATED,RETURN,,,GW-81363811
REF00002646,ORD0043003,CUST043003,TXN00043003,870.99,NOT_INITIATED,ORDER_CANCELLED,,,GW-13361151
REF00002647,ORD0043005,CUST043005,TXN00043005,577.92,NOT_INITIATED,ORDER_CANCELLED,,,GW-66318518
REF00002648,ORD0043008,CUST043008,TXN00043008,525.82,NOT_INITIATED,RETURN,,,GW-67468436
REF00002649,ORD0043014,CUST043014,TXN00043014,1388.46,NOT_INITIATED,ORDER_CANCELLED,,,GW-75549668
REF00002650,ORD0043052,CUST043052,TXN00043052,89.27,NOT_INITIATED,RETURN,,,GW-95398223
REF00002651,ORD0043058,CUST043058,TXN00043058,136.49,NOT_INITIATED,RETURN,,,GW-33673485
REF00002652,ORD0043071,CUST043071,TXN00043071,423.09,NOT_INITIATED,ORDER_CANCELLED,,,GW-73015754
REF00002653,ORD0043076,CUST043076,TXN00043076,389.94,NOT_INITIATED,RETURN,,,GW-21322274
REF00002654,ORD0043081,CUST043081,TXN00043081,1106.05,NOT_INITIATED,RETURN,,,GW-53251202
REF00002655,ORD0043084,CUST043084,TXN00043084,398.62,NOT_INITIATED,ORDER_CANCELLED,,,GW-97213470
REF00002656,ORD0043096,CUST043096,TXN00043096,1703.84,NOT_INITIATED,RETURN,,,GW-43584439
REF00002657,ORD0043118,CUST043118,TXN00043118,2006.32,NOT_INITIATED,RETURN,,,GW-41157281
