DeliveryID,OrderID,TrackingID,DeliveryStatus,ExpectedDate,ActualDeliveryDate,Courier,DeliveryAttempts,DeliveryProof
DEL00059079,ORD0059079,TRK94301049,DELIVERED,2023-11-23,2023-11-20,XpressBees,1,Photo
DEL00059080,ORD0059080,TRK28376621,DELIVERED,2024-10-31,2024-10-31,DTDC,1,Photo
DEL00059081,ORD0059081,TRK73241012,DELIVERED,2024-03-19,2024-03-19,XpressBees,1,OTP
DEL00059082,ORD0059082,TRK27665047,DELIVERED,2022-05-20,2022-05-24,Delhivery,1,Signature
DEL00059083,ORD0059083,TRK52345415,DELIVERED,2021-07-24,2021-07-22,Delhivery,1,Signature
DEL00059084,ORD0059084,TRK21954982,SHIPPED,2021-11-08,,BlueDart,1,
DEL00059085,ORD0059085,TRK85792975,SHIPPED,2023-08-14,,BlueDart,1,
DEL00059086,ORD0059086,TRK67454018,CANCELLED,2020-01-30,,BlueDart,1,
DEL00059087,ORD0059087,TRK16859531,DELIVERED,2020-08-29,2020-08-31,Ecom Express,1,Signature
DEL00059088,ORD0059088,TRK85754441,DELIVERED,2021-04-10,2021-04-08,BlueDart,1,OTP
DEL00059089,ORD0059089,TRK33271143,DELIVERED,2023-09-13,2023-09-07,XpressBees,1,OTP
DEL00059090,ORD0059090,TRK97819644,NOT_DISPATCHED,2020-04-15,,DTDC,1,
DEL00059091,ORD0059091,TRK42542602,DELIVERED,2022-01-12,2022-01-12,Delhivery,1,Photo
DEL00059092,ORD0059092,TRK73026479,NOT_DISPATCHED,2024-09-15,,DTDC,1,
DEL00059093,ORD0059093,TRK43469738,DELIVERED,2021-02-18,2021-02-14,BlueDart,1,Signature
DEL00059094,ORD0059094,TRK97985173,SHIPPED,2023-03-31,,BlueDart,1,
DEL00059095,ORD0059095,TRK79765033,DELIVERED,2022-09-08,2022-09-07,BlueDart,1,OTP
DEL00059096,ORD0059096,TRK34392592,RETURNED,2024-01-02,,BlueDart,1,
DEL00059097,ORD0059097,TRK16880250,DELIVERED,2022-01-26,2022-01-26,Delhivery,1,OTP
DEL00059098,ORD0059098,TRK19058975,SHIPPED,2023-12-31,,DTDC,1,
DEL00059099,ORD0059099,TRK91068743,DELIVERED,2020-05-25,2020-05-26,Delhivery,1,OTP
DEL00059100,ORD0059100,TRK75358873,NOT_DISPATCHED,2021-06-17,,XpressBees,1,
DEL00059101,ORD0059101,TRK30090223,DELIVERED,2023-08-05,2023-08-08,DTDC,1,OTP
DEL00059102,ORD0059102,TRK16454058,DELIVERED,2022-10-30,2022-10-26,Ecom Express,1,Signature
DEL00059103,ORD0059103,TRK18974275,SHIPPED,2021-06-13,,BlueDart,1,
DEL00059104,ORD0059104,TRK54599612,DELIVERED,2021-12-24,2021-12-26,Ecom Express,1,Photo
DEL00059105,ORD0059105,TRK93340103,DELIVERED,2024-01-03,2024-01-03,Delhivery,1,OTP
DEL00059106,ORD0059106,TRK92971304,DELIVERED,2021-02-24,2021-02-24,DTDC,1,Signature
DEL00059107,ORD0059107,TRK58029111,DELIVERED,2023-01-12,2023-01-15,Ecom Express,1,OTP
DEL00059108,ORD0059108,TRK83418307,DELIVERED,2021-07-01,2021-06-30,Ecom Express,1,OTP
DEL00059109,ORD0059109,TRK43780574,DELIVERED,2022-10-11,2022-10-11,Ecom Express,1,Photo
DEL00059110,ORD0059110,TRK91455724,DELIVERED,2022-03-29,2022-04-03,BlueDart,1,Photo
DEL00059111,ORD0059111,TRK71327738,DELIVERED,2023-11-04,2023-11-08,XpressBees,1,OTP
DEL00059112,ORD0059112,TRK21316040,DELIVERED,2020-06-12,2020-06-08,Ecom Express,1,Signature
DEL00059113,ORD0059113,TRK92000363,SHIPPED,2024-12-18,,Delhivery,1,
DEL00059114,ORD0059114,TRK46845634,DELIVERED,2021-09-24,2021-09-21,Ecom Express,1,Signature
DEL00059115,ORD0059115,TRK79348594,DELIVERED,2023-05-29,2023-05-30,DTDC,1,Signature
DEL00059116,ORD0059116,TRK52690426,CANCELLED,2022-02-18,,BlueDart,1,
DEL00059117,ORD0059117,TRK60389331,DELIVERED,2024-08-22,2024-08-21,BlueDart,1,OTP
DEL00059118,ORD0059118,TRK45860226,DELIVERED,2022-12-07,2022-12-10,Delhivery,1,Photo
DEL00059119,ORD0059119,TRK84259792,DELIVERED,2024-07-17,2024-07-19,DTDC,1,Signature
DEL00059120,ORD0059120,TRK69355852,RETURNED,2023-05-30,,Ecom Express,1,
DEL00059121,ORD0059121,TRK32654792,SHIPPED,2024-03-20,,Ecom Express,1,
DEL00059122,ORD0059122,TRK11850373,DELIVERED,2020-05-13,2020-05-09,XpressBees,1,Photo
DEL00059123,ORD0059123,TRK15771370,DELIVERED,2023-07-04,2023-07-07,Delhivery,1,Photo
DEL00059124,ORD0059124,TRK82377538,DELIVERED,2024-04-28,2024-04-26,XpressBees,1,Photo
DEL00059125,ORD0059125,TRK16516082,DELIVERED,2022-05-28,2022-05-27,Delhivery,1,Photo
DEL00059126,ORD0059126,TRK22045810,DELIVERED,2024-10-17,2024-10-13,BlueDart,1,Photo
DEL00059127,ORD0059127,TRK10874516,CANCELLED,2023-10-12,,Ecom Express,1,
DEL00059128,ORD0059128,TRK91941616,DELIVERED,2021-09-03,2021-09-02,BlueDart,1,Signature
DEL00059129,ORD0059129,TRK25888564,SHIPPED,2021-06-26,,Delhivery,1,
DEL00059130,ORD0059130,TRK87650137,DELIVERED,2020-06-16,2020-06-18,Ecom Express,1,Signature
DEL00059131,ORD0059131,TRK38722391,SHIPPED,2021-10-14,,DTDC,1,
DEL00059132,ORD0059132,TRK88208636,DELIVERED,2024-04-12,2024-04-14,DTDC,1,Signature
DEL00059133,ORD0059133,TRK28846027,DELIVERED,2020-05-12,2020-05-11,XpressBees,1,OTP
DEL00059134,ORD0059134,TRK93343505,DELIVERED,2024-06-13,2024-06-11,XpressBees,1,Photo
DEL00059135,ORD0059135,TRK97283897,DELIVERED,2021-11-28,2021-12-02,BlueDart,1,OTP
DEL00059136,ORD0059136,TRK29477053,CANCELLED,2021-05-22,,BlueDart,1,
DEL00059137,ORD0059137,TRK82280999,SHIPPED,2023-12-24,,DTDC,1,
DEL00059138,ORD0059138,TRK41058142,DELIVERED,2024-11-13,2024-11-13,DTDC,1,Signature
DEL00059139,ORD0059139,TRK50466902,DELIVERED,2020-07-06,2020-07-04,DTDC,1,Photo
DEL00059140,ORD0059140,TRK42295569,DELIVERED,2022-04-10,2022-04-08,DTDC,1,Signature
DEL00059141,ORD0059141,TRK66167518,DELIVERED,2021-11-07,2021-11-07,Ecom Express,1,OTP
DEL00059142,ORD0059142,TRK15829005,DELIVERED,2022-09-10,2022-09-13,XpressBees,1,OTP
DEL00059143,ORD0059143,TRK92258356,DELIVERED,2024-04-01,2024-03-31,Delhivery,1,Signature
DEL00059144,ORD0059144,TRK43631940,DELIVERED,2022-10-25,2022-10-25,XpressBees,1,OTP
DEL00059145,ORD0059145,TRK89080498,DELIVERED,2021-07-12,2021-07-11,XpressBees,1,Photo
DEL00059146,ORD0059146,TRK13883324,DELIVERED,2023-06-14,2023-06-15,DTDC,1,Photo
DEL00059147,ORD0059147,TRK97928936,DELIVERED,2020-05-16,2020-05-13,DTDC,1,OTP
DEL00059148,ORD0059148,TRK24103141,DELIVERED,2021-12-04,2021-11-28,DTDC,1,Signature
DEL00059149,ORD0059149,TRK25051416,DELIVERED,2022-11-08,2022-11-09,Ecom Express,1,OTP
DEL00059150,ORD0059150,TRK69614817,DELIVERED,2022-03-30,2022-03-30,BlueDart,1,Photo
DEL00059151,ORD0059151,TRK55883066,DELIVERED,2024-11-28,2024-11-30,DTDC,1,Photo
DEL00059152,ORD0059152,TRK60235668,SHIPPED,2021-10-24,,XpressBees,1,
DEL00059153,ORD0059153,TRK75562548,DELIVERED,2021-01-19,2021-01-17,DTDC,1,Photo
DEL00059154,ORD0059154,TRK43721664,DELIVERED,2022-12-26,2022-12-23,Ecom Express,1,Photo
DEL00059155,ORD0059155,TRK31430584,DELIVERED,2022-07-21,2022-07-17,BlueDart,1,OTP
DEL00059156,ORD0059156,TRK13835752,DELIVERED,2023-08-14,2023-08-14,Delhivery,1,OTP
DEL00059157,ORD0059157,TRK35586832,RETURNED,2023-04-02,,DTDC,1,
DEL00059158,ORD0059158,TRK15873115,DELIVERED,2024-01-16,2024-01-16,Delhivery,1,OTP
DEL00059159,ORD0059159,TRK29569187,SHIPPED,2021-06-26,,BlueDart,1,
DEL00059160,ORD0059160,TRK29253954,SHIPPED,2021-08-06,,DTDC,1,
DEL00059161,ORD0059161,TRK85961597,DELIVERED,2023-11-17,2023-11-16,Delhivery,1,OTP
DEL00059162,ORD0059162,TRK32175422,DELIVERED,2023-01-02,2023-01-05,Ecom Express,1,Photo
DEL00059163,ORD0059163,TRK53376873,DELIVERED,2023-11-11,2023-11-09,Ecom Express,1,Photo
DEL00059164,ORD0059164,TRK47557119,SHIPPED,2021-11-21,,Delhivery,1,
DEL00059165,ORD0059165,TRK71570123,DELIVERED,2023-06-08,2023-06-04,XpressBees,1,Photo
DEL00059166,ORD0059166,TRK21640639,DELIVERED,2024-03-16,2024-03-18,Delhivery,1,OTP
DEL00059167,ORD0059167,TRK14958539,DELIVERED,2024-08-21,2024-08-22,Delhivery,1,Signature
DEL00059168,ORD0059168,TRK13051085,DELIVERED,2020-02-15,2020-02-13,XpressBees,1,Photo
DEL00059169,ORD0059169,TRK94514704,DELIVERED,2023-03-22,2023-03-18,BlueDart,1,Photo
DEL00059170,ORD0059170,TRK85046104,SHIPPED,2021-01-06,,Delhivery,1,
DEL00059171,ORD0059171,TRK76026348,DELIVERED,2024-06-24,2024-06-27,BlueDart,1,Photo
DEL00059172,ORD0059172,TRK43014551,DELIVERED,2020-09-10,2020-09-06,XpressBees,1,Signature
DEL00059173,ORD0059173,TRK47157865,DELIVERED,2020-01-19,2020-01-18,Delhivery,1,OTP
DEL00059174,ORD0059174,TRK77684053,DELIVERED,2024-04-15,2024-04-10,Ecom Express,1,Photo
DEL00059175,ORD0059175,TRK48262688,DELIVERED,2022-01-11,2022-01-09,DTDC,1,Signature
DEL00059176,ORD0059176,TRK17041445,DELIVERED,2021-05-28,2021-05-28,Ecom Express,1,OTP
DEL00059177,ORD0059177,TRK96675337,DELIVERED,2023-06-25,2023-06-29,Ecom Express,1,OTP
DEL00059178,ORD0059178,TRK22261520,DELIVERED,2020-06-25,2020-06-25,XpressBees,1,Photo
DEL00059179,ORD0059179,TRK25168210,DELIVERED,2022-11-24,2022-11-23,DTDC,1,OTP
DEL00059180,ORD0059180,TRK91034834,DELIVERED,2024-07-13,2024-07-08,BlueDart,1,OTP
DEL00059181,ORD0059181,TRK78428402,NOT_DISPATCHED,2021-12-28,,DTDC,1,
DEL00059182,ORD0059182,TRK49035606,DELIVERED,2022-09-23,2022-09-24,XpressBees,1,OTP
DEL00059183,ORD0059183,TRK32135706,DELIVERED,2022-03-31,2022-03-29,BlueDart,1,Signature
DEL00059184,ORD0059184,TRK64021630,DELIVERED,2021-03-07,2021-03-09,Delhivery,1,OTP
DEL00059185,ORD0059185,TRK33873590,SHIPPED,2022-11-27,,Ecom Express,1,
DEL00059186,ORD0059186,TRK24370179,CANCELLED,2020-07-30,,Ecom Express,1,
DEL00059187,ORD0059187,TRK90209184,NOT_DISPATCHED,2022-06-11,,DTDC,1,
DEL00059188,ORD0059188,TRK81259569,SHIPPED,2023-11-15,,DTDC,1,
DEL00059189,ORD0059189,TRK94381855,SHIPPED,2022-06-30,,Ecom Express,1,
DEL00059190,ORD0059190,TRK86594395,DELIVERED,2023-07-20,2023-07-15,XpressBees,1,OTP
DEL00059191,ORD0059191,TRK62508066,DELIVERED,2024-05-21,2024-05-21,Ecom Express,1,Photo
DEL00059192,ORD0059192,TRK81721995,DELIVERED,2024-01-12,2024-01-08,BlueDart,1,OTP
DEL00059193,ORD0059193,TRK39839894,DELIVERED,2024-06-28,2024-06-26,Delhivery,1,Photo
DEL00059194,ORD0059194,TRK66866532,DELIVERED,2021-12-03,2021-12-01,Delhivery,1,Signature
DEL00059195,ORD0059195,TRK37441992,DELIVERED,2022-01-25,2022-01-26,XpressBees,1,Photo
DEL00059196,ORD0059196,TRK19075049,CANCELLED,2024-02-21,,XpressBees,1,
DEL00059197,ORD0059197,TRK14243787,DELIVERED,2022-09-13,2022-09-16,DTDC,1,Photo
DEL00059198,ORD0059198,TRK13928721,DELIVERED,2024-02-05,2024-02-03,Ecom Express,1,OTP
DEL00059199,ORD0059199,TRK47118216,SHIPPED,2023-07-17,,DTDC,1,
DEL00059200,ORD0059200,TRK20286692,SHIPPED,2022-09-19,,Delhivery,1,
DEL00059201,ORD0059201,TRK71070325,SHIPPED,2024-11-07,,XpressBees,1,
DEL00059202,ORD0059202,TRK78655765,SHIPPED,2023-02-10,,DTDC,1,
DEL00059203,ORD0059203,TRK70167240,DELIVERED,2024-02-25,2024-02-24,XpressBees,1,Photo
DEL00059204,ORD0059204,TRK77806321,DELIVERED,2023-04-21,2023-04-21,Ecom Express,1,Signature
DEL00059205,ORD0059205,TRK79941750,DELIVERED,2020-09-12,2020-09-06,DTDC,1,Signature
DEL00059206,ORD0059206,TRK43290497,DELIVERED,2022-10-30,2022-10-28,BlueDart,1,OTP
DEL00059207,ORD0059207,TRK91414763,DELIVERED,2023-03-30,2023-03-28,BlueDart,1,OTP
DEL00059208,ORD0059208,TRK54100401,DELIVERED,2020-08-19,2020-08-20,Ecom Express,1,Photo
DEL00059209,ORD0059209,TRK43976862,DELIVERED,2021-09-23,2021-09-20,Ecom Express,1,OTP
DEL00059210,ORD0059210,TRK28398690,SHIPPED,2023-07-12,,Delhivery,1,
DEL00059211,ORD0059211,TRK29933916,DELIVERED,2022-04-14,2022-04-13,DTDC,1,Signature
DEL00059212,ORD0059212,TRK62052487,DELIVERED,2020-11-21,2020-11-18,DTDC,1,Photo
DEL00059213,ORD0059213,TRK10082870,DELIVERED,2023-02-27,2023-02-27,XpressBees,1,Photo
DEL00059214,ORD0059214,TRK54905289,DELIVERED,2020-01-30,2020-02-01,Delhivery,1,OTP
DEL00059215,ORD0059215,TRK41805227,DELIVERED,2022-05-06,2022-05-03,DTDC,1,Photo
DEL00059216,ORD0059216,TRK80981311,DELIVERED,2021-05-31,2021-05-27,DTDC,1,Signature
DEL00059217,ORD0059217,TRK78907548,DELIVERED,2020-08-18,2020-08-17,BlueDart,1,OTP
DEL00059218,ORD0059218,TRK88449095,DELIVERED,2021-10-04,2021-10-06,XpressBees,1,Signature
DEL00059219,ORD0059219,TRK49199598,DELIVERED,2021-06-29,2021-06-30,BlueDart,1,OTP
DEL00059220,ORD0059220,TRK97135932,DELIVERED,2023-04-24,2023-04-23,BlueDart,1,Signature
DEL00059221,ORD0059221,TRK71579140,DELIVERED,2024-08-28,2024-08-31,XpressBees,1,OTP
DEL00059222,ORD0059222,TRK22972286,DELIVERED,2021-11-06,2021-11-04,DTDC,1,OTP
DEL00059223,ORD0059223,TRK41085790,DELIVERED,2022-06-30,2022-07-05,BlueDart,1,Photo
DEL00059224,ORD0059224,TRK86067773,DELIVERED,2023-08-07,2023-08-05,BlueDart,1,Photo
DEL00059225,ORD0059225,TRK82228528,DELIVERED,2024-03-04,2024-03-04,DTDC,1,Signature
DEL00059226,ORD0059226,TRK48014782,DELIVERED,2023-07-18,2023-07-17,XpressBees,1,OTP
DEL00059227,ORD0059227,TRK75443750,DELIVERED,2024-02-04,2024-02-01,Ecom Express,1,Signature
DEL00059228,ORD0059228,TRK99984964,DELIVERED,2023-11-25,2023-11-25,BlueDart,1,Photo
DEL00059229,ORD0059229,TRK71460015,DELIVERED,2023-12-31,2023-12-28,Ecom Express,1,Photo
DEL00059230,ORD0059230,TRK12712061,DELIVERED,2024-01-03,2023-12-31,Delhivery,1,OTP
DEL00059231,ORD0059231,TRK28275613,DELIVERED,2023-11-15,2023-11-17,DTDC,1,Signature
DEL00059232,ORD0059232,TRK45727034,RETURNED,2022-03-22,,Ecom Express,1,
DEL00059233,ORD0059233,TRK47362779,DELIVERED,2024-04-11,2024-04-12,Ecom Express,1,OTP
DEL00059234,ORD0059234,TRK95181235,SHIPPED,2023-03-20,,Ecom Express,1,
DEL00059235,ORD0059235,TRK11003018,DELIVERED,2023-04-16,2023-04-16,Delhivery,1,Photo
DEL00059236,ORD0059236,TRK90659791,SHIPPED,2021-06-09,,Ecom Express,1,
DEL00059237,ORD0059237,TRK12603354,DELIVERED,2023-09-04,2023-09-03,Delhivery,1,OTP
DEL00059238,ORD0059238,TRK47922232,DELIVERED,2024-07-06,2024-07-06,Ecom Express,1,OTP
DEL00059239,ORD0059239,TRK80578868,SHIPPED,2023-03-03,,BlueDart,1,
DEL00059240,ORD0059240,TRK52399620,DELIVERED,2021-06-02,2021-05-29,BlueDart,1,Photo
DEL00059241,ORD0059241,TRK69928769,DELIVERED,2022-11-05,2022-11-02,DTDC,1,Signature
DEL00059242,ORD0059242,TRK90170700,DELIVERED,2020-12-17,2020-12-14,Ecom Express,1,Signature
DEL00059243,ORD0059243,TRK44156412,DELIVERED,2020-04-29,2020-04-30,BlueDart,1,OTP
DEL00059244,ORD0059244,TRK67981418,DELIVERED,2021-02-18,2021-02-15,DTDC,1,Signature
DEL00059245,ORD0059245,TRK16872556,DELIVERED,2023-11-27,2023-11-22,DTDC,1,OTP
DEL00059246,ORD0059246,TRK54105173,DELIVERED,2022-11-07,2022-11-04,BlueDart,1,Photo
DEL00059247,ORD0059247,TRK45518072,DELIVERED,2023-11-25,2023-11-28,XpressBees,1,Photo
DEL00059248,ORD0059248,TRK82291704,DELIVERED,2024-06-21,2024-06-26,Ecom Express,1,OTP
DEL00059249,ORD0059249,TRK66524454,SHIPPED,2023-01-23,,XpressBees,1,
DEL00059250,ORD0059250,TRK27101540,DELIVERED,2023-02-05,2023-02-02,BlueDart,1,Signature
DEL00059251,ORD0059251,TRK68942591,SHIPPED,2020-04-14,,Delhivery,1,
DEL00059252,ORD0059252,TRK11058424,DELIVERED,2020-10-10,2020-10-15,BlueDart,1,OTP
DEL00059253,ORD0059253,TRK40417115,DELIVERED,2022-03-21,2022-03-20,XpressBees,1,Photo
DEL00059254,ORD0059254,TRK27715286,DELIVERED,2022-05-14,2022-05-15,XpressBees,1,Signature
DEL00059255,ORD0059255,TRK93587279,DELIVERED,2024-08-22,2024-08-24,Delhivery,1,Photo
DEL00059256,ORD0059256,TRK36427668,DELIVERED,2021-10-23,2021-10-24,XpressBees,1,Photo
DEL00059257,ORD0059257,TRK48803182,DELIVERED,2023-12-17,2023-12-17,BlueDart,1,Signature
DEL00059258,ORD0059258,TRK30302259,DELIVERED,2023-10-25,2023-10-24,Ecom Express,1,Signature
DEL00059259,ORD0059259,TRK29073666,DELIVERED,2020-08-02,2020-08-03,Delhivery,1,Photo
DEL00059260,ORD0059260,TRK32964805,DELIVERED,2024-08-21,2024-08-24,BlueDart,1,OTP
DEL00059261,ORD0059261,TRK98112064,DELIVERED,2024-11-19,2024-11-16,Delhivery,1,Signature
DEL00059262,ORD0059262,TRK91958708,DELIVERED,2021-05-29,2021-05-26,XpressBees,1,OTP
DEL00059263,ORD0059263,TRK32077209,SHIPPED,2023-01-07,,DTDC,1,
DEL00059264,ORD0059264,TRK15386467,DELIVERED,2023-09-12,2023-09-13,XpressBees,1,Signature
DEL00059265,ORD0059265,TRK56954373,DELIVERED,2021-04-03,2021-03-28,DTDC,1,OTP
DEL00059266,ORD0059266,TRK96383477,DELIVERED,2021-11-19,2021-11-23,BlueDart,1,Photo
DEL00059267,ORD0059267,TRK85297652,DELIVERED,2021-09-17,2021-09-18,DTDC,1,OTP
DEL00059268,ORD0059268,TRK69234383,DELIVERED,2022-08-30,2022-09-04,XpressBees,1,Signature
DEL00059269,ORD0059269,TRK27479669,DELIVERED,2022-07-25,2022-07-20,BlueDart,1,OTP
DEL00059270,ORD0059270,TRK33755777,DELIVERED,2020-01-20,2020-01-25,Ecom Express,1,Signature
DEL00059271,ORD0059271,TRK76693301,DELIVERED,2023-08-09,2023-08-13,DTDC,1,OTP
DEL00059272,ORD0059272,TRK25718114,SHIPPED,2022-02-27,,XpressBees,1,
DEL00059273,ORD0059273,TRK61982780,RETURNED,2024-11-15,,Ecom Express,1,
DEL00059274,ORD0059274,TRK83308227,NOT_DISPATCHED,2020-07-20,,Delhivery,1,
DEL00059275,ORD0059275,TRK66137636,DELIVERED,2023-04-04,2023-04-06,XpressBees,1,OTP
DEL00059276,ORD0059276,TRK56805034,DELIVERED,2021-02-25,2021-02-22,Delhivery,1,Signature
DEL00059277,ORD0059277,TRK29918845,DELIVERED,2021-01-25,2021-01-19,Delhivery,1,Signature
DEL00059278,ORD0059278,TRK93547982,SHIPPED,2020-07-25,,Delhivery,1,
DEL00059279,ORD0059279,TRK51815592,DELIVERED,2024-11-11,2024-11-08,Ecom Express,1,Photo
DEL00059280,ORD0059280,TRK19828493,DELIVERED,2022-06-18,2022-06-18,DTDC,1,Signature
DEL00059281,ORD0059281,TRK58659803,DELIVERED,2024-03-03,2024-03-05,Ecom Express,1,Photo
DEL00059282,ORD0059282,TRK47065050,DELIVERED,2022-09-13,2022-09-07,Ecom Express,1,Photo
DEL00059283,ORD0059283,TRK50046763,DELIVERED,2022-12-04,2022-12-09,Ecom Express,1,Signature
DEL00059284,ORD0059284,TRK81934644,DELIVERED,2020-03-27,2020-03-28,XpressBees,1,OTP
DEL00059285,ORD0059285,TRK64201964,DELIVERED,2024-04-17,2024-04-17,BlueDart,1,Photo
DEL00059286,ORD0059286,TRK69324776,DELIVERED,2023-08-22,2023-08-27,Delhivery,1,OTP
DEL00059287,ORD0059287,TRK91379422,DELIVERED,2024-05-25,2024-05-29,Delhivery,1,OTP
DEL00059288,ORD0059288,TRK36077511,DELIVERED,2023-05-09,2023-05-14,Ecom Express,1,OTP
DEL00059289,ORD0059289,TRK77276188,RETURNED,2023-12-05,,XpressBees,1,
DEL00059290,ORD0059290,TRK18035751,DELIVERED,2023-12-23,2023-12-27,Delhivery,1,Signature
DEL00059291,ORD0059291,TRK27974635,DELIVERED,2024-01-30,2024-01-28,Ecom Express,1,OTP
DEL00059292,ORD0059292,TRK51108957,NOT_DISPATCHED,2022-06-07,,XpressBees,1,
DEL00059293,ORD0059293,TRK51511514,DELIVERED,2021-04-27,2021-04-27,Ecom Express,1,Signature
DEL00059294,ORD0059294,TRK60089366,SHIPPED,2022-01-04,,Delhivery,1,
DEL00059295,ORD0059295,TRK86297096,DELIVERED,2020-05-09,2020-05-09,DTDC,1,OTP
DEL00059296,ORD0059296,TRK87533495,DELIVERED,2021-06-16,2021-06-14,Delhivery,1,Photo
DEL00059297,ORD0059297,TRK88251334,DELIVERED,2024-07-25,2024-07-25,Ecom Express,1,OTP
DEL00059298,ORD0059298,TRK82540694,DELIVERED,2021-06-14,2021-06-16,Delhivery,1,OTP
DEL00059299,ORD0059299,TRK17191416,NOT_DISPATCHED,2020-02-15,,XpressBees,1,
DEL00059300,ORD0059300,TRK66923448,DELIVERED,2023-05-14,2023-05-12,Ecom Express,1,OTP
DEL00059301,ORD0059301,TRK88138098,DELIVERED,2020-04-21,2020-04-23,Ecom Express,1,OTP
DEL00059302,ORD0059302,TRK40865724,DELIVERED,2020-09-26,2020-09-28,Ecom Express,1,Signature
DEL00059303,ORD0059303,TRK53516438,SHIPPED,2023-10-10,,DTDC,1,
DEL00059304,ORD0059304,TRK53530841,DELIVERED,2020-11-10,2020-11-12,DTDC,1,Photo
DEL00059305,ORD0059305,TRK11334824,CANCELLED,2023-11-18,,BlueDart,1,
DEL00059306,ORD0059306,TRK42021045,SHIPPED,2020-02-13,,Ecom Express,1,
DEL00059307,ORD0059307,TRK67296985,DELIVERED,2022-02-21,2022-02-23,BlueDart,1,Photo
DEL00059308,ORD0059308,TRK30702723,DELIVERED,2021-08-05,2021-08-08,DTDC,1,Photo
DEL00059309,ORD0059309,TRK29590412,DELIVERED,2020-06-07,2020-06-06,Ecom Express,1,Signature
DEL00059310,ORD0059310,TRK56382262,DELIVERED,2020-07-08,2020-07-11,Ecom Express,1,Signature
DEL00059311,ORD0059311,TRK97777753,DELIVERED,2021-03-11,2021-03-09,Ecom Express,1,OTP
DEL00059312,ORD0059312,TRK78101248,DELIVERED,2021-04-08,2021-04-05,DTDC,1,Photo
DEL00059313,ORD0059313,TRK14765378,DELIVERED,2022-01-26,2022-01-27,Delhivery,1,OTP
DEL00059314,ORD0059314,TRK34737070,DELIVERED,2023-06-10,2023-06-07,DTDC,1,Photo
DEL00059315,ORD0059315,TRK29850527,NOT_DISPATCHED,2023-12-24,,DTDC,1,
DEL00059316,ORD0059316,TRK34548556,DELIVERED,2020-07-24,2020-07-26,DTDC,1,Photo
DEL00059317,ORD0059317,TRK60102522,NOT_DISPATCHED,2022-02-24,,BlueDart,1,
DEL00059318,ORD0059318,TRK31604912,CANCELLED,2020-04-30,,XpressBees,1,
DEL00059319,ORD0059319,TRK33465980,DELIVERED,2023-11-20,2023-11-25,Delhivery,1,Signature
DEL00059320,ORD0059320,TRK71849121,DELIVERED,2020-08-12,2020-08-11,Delhivery,1,Signature
DEL00059321,ORD0059321,TRK81809522,DELIVERED,2022-06-20,2022-06-16,Ecom Express,1,Photo
DEL00059322,ORD0059322,TRK40134053,DELIVERED,2020-03-10,2020-03-08,XpressBees,1,Photo
DEL00059323,ORD0059323,TRK12867354,NOT_DISPATCHED,2021-02-01,,BlueDart,1,
DEL00059324,ORD0059324,TRK27254125,DELIVERED,2020-01-08,2020-01-12,BlueDart,1,Signature
DEL00059325,ORD0059325,TRK33202420,DELIVERED,2023-09-23,2023-09-26,Ecom Express,1,Signature
DEL00059326,ORD0059326,TRK74600218,DELIVERED,2023-08-13,2023-08-14,XpressBees,1,Signature
DEL00059327,ORD0059327,TRK13035077,DELIVERED,2021-05-26,2021-05-25,BlueDart,1,Signature
DEL00059328,ORD0059328,TRK50504832,DELIVERED,2020-05-31,2020-05-30,BlueDart,1,Photo
DEL00059329,ORD0059329,TRK77398881,SHIPPED,2022-08-15,,BlueDart,1,
DEL00059330,ORD0059330,TRK36914581,DELIVERED,2021-10-29,2021-10-28,Delhivery,1,OTP
DEL00059331,ORD0059331,TRK13237903,SHIPPED,2023-03-31,,Delhivery,1,
DEL00059332,ORD0059332,TRK93817325,DELIVERED,2022-02-24,2022-02-24,DTDC,1,OTP
DEL00059333,ORD0059333,TRK93715165,DELIVERED,2022-08-21,2022-08-20,XpressBees,1,Photo
DEL00059334,ORD0059334,TRK61056515,RETURNED,2022-08-23,,DTDC,1,
DEL00059335,ORD0059335,TRK98051829,DELIVERED,2020-01-15,2020-01-18,BlueDart,1,Photo
DEL00059336,ORD0059336,TRK91576202,SHIPPED,2020-03-14,,XpressBees,1,
DEL00059337,ORD0059337,TRK93572080,DELIVERED,2024-09-28,2024-09-29,Delhivery,1,Photo
DEL00059338,ORD0059338,TRK11310805,SHIPPED,2024-07-02,,Ecom Express,1,
DEL00059339,ORD0059339,TRK60532873,DELIVERED,2022-08-23,2022-08-27,XpressBees,1,Signature
DEL00059340,ORD0059340,TRK89927931,DELIVERED,2024-04-20,2024-04-21,Delhivery,1,OTP
DEL00059341,ORD0059341,TRK79910462,DELIVERED,2020-07-26,2020-07-26,XpressBees,1,Photo
DEL00059342,ORD0059342,TRK14638452,DELIVERED,2020-09-26,2020-09-27,Delhivery,1,Photo
DEL00059343,ORD0059343,TRK21767689,DELIVERED,2020-04-19,2020-04-23,Delhivery,1,Photo
DEL00059344,ORD0059344,TRK84773273,DELIVERED,2022-12-19,2022-12-15,BlueDart,1,OTP
DEL00059345,ORD0059345,TRK94252546,SHIPPED,2022-08-13,,BlueDart,1,
