case_id,customer_id,order_id,customer_message,domain,issue_type,support_category,product_name,product_category,transaction_amount,order_status,reported_at,channel,historical_csat,amount_band
CASE00051239,CUST036962,ORD0036962,Customer support was very effective but it did not solved my problem yet . It brought so much difficulty even being plus member on Shopzilla. My first return request was rejected by seller even I gave all the necessary information. And attached necessary documents also. This was not expected from Shopzilla.,RETURN,Wrong,Returns,Air Fryer,Home & Kitchen,107.46,Delivered,20/08/2023 16:43,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051240,CUST036963,ORD0036963,Excellent ??,ORDER,Installation/demo,Order Related,Winter Jacket,Toys & Games,1283.42,Pending,21/08/2023 12:43,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051241,CUST036964,ORD0036964,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Board Game,Clothing,601.08,Delivered,21/08/2023 17:29,Email,3,AUTONOMOUS_ELIGIBLE
CASE00051242,CUST036965,ORD0036965,Please support provide till result and work with customer as a good person.,ORDER,Product Specific Information,Product Queries,Drone Mini,Toys & Games,530.79,Delivered,21/08/2023 21:50,Inbound,2,AUTONOMOUS_ELIGIBLE
CASE00051243,CUST036966,ORD0036966,I need help with my order.,ORDER,Invoice request,Order Related,Car Charger,Electronics,342.3,Delivered,21/08/2023 11:09,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051244,CUST036967,ORD0036967,Please check the payment made for my order.,PAYMENT,Payment related Queries,Payments related,Webcam Full HD,Clothing,806.73,Delivered,21/08/2023 11:39,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051245,CUST036968,ORD0036968,I need help with my order.,RETURN,Service Centres Related,Returns,Gaming Mouse,Sports & Outdoors,1007.28,Shipped,21/08/2023 18:23,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051246,CUST036969,ORD0036969,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Instant Pot,Sports & Outdoors,362.19,Returned,21/08/2023 08:32,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051247,CUST036970,ORD0036970,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Memory Card 128GB,Electronics,121.12,Delivered,21/08/2023 20:52,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051248,CUST036971,ORD0036971,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Smartwatch,Toys & Games,46.72,Delivered,21/08/2023 11:37,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051249,CUST036972,ORD0036972,I need help with my order.,RETURN,Fraudulent User,Returns,Smartwatch,Electronics,672.1,Delivered,21/08/2023 14:03,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051250,CUST036973,ORD0036973,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Children's Book,Electronics,437.85,Shipped,21/08/2023 18:39,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051251,CUST036974,ORD0036974,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Desk Organizer,Electronics,531.4,Shipped,21/08/2023 09:37,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051252,CUST036975,ORD0036975,Install my bed by today .. its already very late since you have delayed,ORDER,Installation/demo,Order Related,Cookware Set,Books,891.84,Delivered,18/08/2023 13:52,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051253,CUST036976,ORD0036976,My return pick up was not completed even it was cancelled by the pickup agent and its status is cancelled by the customer even I did not cancel it is not good proper solution. This is not expected from the Shopzilla.Please arrange my pickup or send me money back at earliest.,RETURN,Reverse Pickup Enquiry,Returns,Memory Card 128GB,Clothing,475.48,Delivered,20/08/2023 10:46,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051254,CUST036977,ORD0036977,I need help with my order.,ORDER,Installation/demo,Order Related,Smartphone Case,Home & Kitchen,1550.82,Delivered,21/08/2023 13:46,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051255,CUST036978,ORD0036978,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Board Game,Sports & Outdoors,1333.23,Delivered,21/08/2023 22:04,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051256,CUST036979,ORD0036979,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Car Charger,Home & Kitchen,1185.47,Delivered,21/08/2023 10:04,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051257,CUST036980,ORD0036980,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Microphone,Books,102.91,Delivered,21/08/2023 12:01,Inbound,2,AUTONOMOUS_ELIGIBLE
CASE00051258,CUST036981,ORD0036981,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Office Chair,Books,1178.47,Delivered,21/08/2023 17:34,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051259,CUST036982,ORD0036982,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Car Charger,Toys & Games,144.73,Cancelled,21/08/2023 18:52,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051260,CUST036983,ORD0036983,Please check the payment made for my order.,PAYMENT,Payment related Queries,Payments related,Instant Pot,Books,1568.34,Delivered,21/08/2023 16:18,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051261,CUST036984,ORD0036984,Please,RETURN,Fraudulent User,Returns,Air Fryer,Home & Kitchen,257.2,Delivered,21/08/2023 18:03,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051262,CUST036985,ORD0036985,Good,ORDER,Installation/demo,Order Related,Smartphone Case,Clothing,335.76,Delivered,21/08/2023 14:38,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051263,CUST036986,ORD0036986,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Vacuum Cleaner,Books,2339.1,Shipped,21/08/2023 12:03,Inbound,4,HIGH_VALUE
CASE00051264,CUST036987,ORD0036987,Package??ke aupar thoda dhyan dijiye........,RETURN,Missing,Returns,Electric Kettle,Sports & Outdoors,459.81,Delivered,21/08/2023 16:41,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051265,CUST036988,ORD0036988,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,USB-C Charger,Sports & Outdoors,2370.47,Shipped,20/08/2023 23:40,Outcall,5,HIGH_VALUE
CASE00051266,CUST036989,ORD0036989,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Smart Light Bulb,Books,364.13,Delivered,21/08/2023 06:33,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051267,CUST036990,ORD0036990,Very bad service... Why my order is not delivered yet... It's not on time... You are not supposed to make your customers feel bad... I wanty order today itself,ORDER,Order status enquiry,Order Related,Router,Books,630.55,Delivered,21/08/2023 17:47,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051268,CUST036991,ORD0036991,I need help with my order.,ORDER,Invoice request,Order Related,Smart Light Bulb,Sports & Outdoors,779.96,Delivered,21/08/2023 17:51,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051269,CUST036992,ORD0036992,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Vacuum Cleaner,Sports & Outdoors,269.37,Shipped,21/08/2023 10:14,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051270,CUST036993,ORD0036993,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Electric Kettle,Books,1397.0,Delivered,21/08/2023 12:50,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051271,CUST036994,ORD0036994,The product I received is damaged.,RETURN,Damaged,Returns,Novel Bestseller,Clothing,433.06,Delivered,21/08/2023 10:31,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051272,CUST036995,ORD0036995,Your delivery service is slowI m not happy your service,ORDER,Order status enquiry,Order Related,Microphone,Books,348.64,Shipped,21/08/2023 14:40,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051273,CUST036996,ORD0036996,I need help with my order.,RETURN,Fraudulent User,Returns,Running Shoes,Toys & Games,1701.75,Pending,21/08/2023 12:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051274,CUST036997,ORD0036997,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,USB-C Charger,Toys & Games,114.54,Delivered,21/08/2023 16:05,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051275,CUST036998,ORD0036998,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Winter Jacket,Books,1136.91,Delivered,21/08/2023 16:51,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051276,CUST036999,ORD0036999,I need help with my order.,ORDER,Installation/demo,Order Related,Bluetooth Speaker,Sports & Outdoors,1955.1,Delivered,21/08/2023 18:17,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051277,CUST037000,ORD0037000,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Air Fryer,Home & Kitchen,336.11,Cancelled,21/08/2023 13:00,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051278,CUST037001,ORD0037001,Good ??,RETURN,Reverse Pickup Enquiry,Returns,Electric Kettle,Clothing,1667.4,Delivered,21/08/2023 10:57,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051279,CUST037002,ORD0037002,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Sunglasses,Electronics,29.29,Delivered,20/08/2023 21:39,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051280,CUST037003,ORD0037003,I received the wrong product.,RETURN,Wrong,Returns,4K Monitor,Clothing,2605.04,Cancelled,21/08/2023 00:45,Inbound,5,HIGH_VALUE
CASE00051281,CUST037004,ORD0037004,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Smartwatch,Books,1363.3,Delivered,21/08/2023 10:42,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051282,CUST037005,ORD0037005,Ok,ORDER,Delayed,Order Related,Kids Toy Car,Books,685.21,Delivered,18/08/2023 22:57,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051283,CUST037006,ORD0037006,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,Router,Books,921.34,Delivered,21/08/2023 13:50,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051284,CUST037007,ORD0037007,Pls solved customer query asap??,RETURN,Reverse Pickup Enquiry,Returns,Novel Bestseller,Home & Kitchen,187.34,Shipped,21/08/2023 14:10,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051285,CUST037008,ORD0037008,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,External HDD 2TB,Toys & Games,1630.95,Delivered,21/08/2023 14:31,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051286,CUST037009,ORD0037009,Very nice ??,RETURN,Reverse Pickup Enquiry,Returns,Gaming Mouse,Home & Kitchen,927.72,Delivered,21/08/2023 17:34,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051287,CUST037010,ORD0037010,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Water Bottle,Home & Kitchen,204.25,Shipped,21/08/2023 20:43,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051288,CUST037011,ORD0037011,I need help with my order.,ORDER,Not Needed,Cancellation,LED Desk Lamp,Electronics,1648.44,Delivered,21/08/2023 21:30,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051289,CUST037012,ORD0037012,I received the wrong product.,RETURN,Wrong,Returns,Laptop Sleeve,Books,1778.42,Delivered,21/08/2023 07:56,Outcall,2,AUTONOMOUS_ELIGIBLE
CASE00051290,CUST037013,ORD0037013,Please proper support for customer.I m not setisfy for service.,RETURN,Fraudulent User,Returns,Drone Mini,Home & Kitchen,1443.42,Shipped,21/08/2023 11:00,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051291,CUST037014,ORD0037014,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Noise Cancelling Headphones,Toys & Games,67.95,Delivered,21/08/2023 11:10,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051292,CUST037015,ORD0037015,give more information regarding offer and cashback coupons to ur executives.,ORDER,Product Specific Information,Product Queries,External HDD 2TB,Toys & Games,36.51,Delivered,21/08/2023 10:38,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051293,CUST037016,ORD0037016,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Dress Shirt,Electronics,811.18,Delivered,21/08/2023 17:34,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051294,CUST037017,ORD0037017,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Phone Tripod,Toys & Games,267.97,Delivered,21/08/2023 19:13,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051295,CUST037018,ORD0037018,Diapointed,RETURN,Service Centres Related,Returns,Novel Bestseller,Home & Kitchen,91.09,Shipped,21/08/2023 01:20,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051296,CUST037019,ORD0037019,Thank you,ORDER,Seller Cancelled Order,Order Related,Water Bottle,Toys & Games,2701.07,Delivered,21/08/2023 11:00,Inbound,5,HIGH_VALUE
CASE00051297,CUST037020,ORD0037020,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Graphic Tablet,Toys & Games,744.8,Delivered,20/08/2023 14:27,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051298,CUST037021,ORD0037021,An item is missing from my order.,RETURN,Missing,Returns,Car Charger,Books,234.03,Delivered,21/08/2023 11:56,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051299,CUST037022,ORD0037022,I need help with my order.,ORDER,Installation/demo,Order Related,Instant Pot,Books,467.68,Delivered,21/08/2023 17:09,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051300,CUST037023,ORD0037023,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Jeans,Sports & Outdoors,337.3,Pending,21/08/2023 20:56,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051301,CUST037024,ORD0037024,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Laptop Sleeve,Sports & Outdoors,484.56,Pending,17/08/2023 20:37,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051302,CUST037025,ORD0037025,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Noise Cancelling Headphones,Books,1022.27,Delivered,21/08/2023 15:43,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051303,CUST037026,ORD0037026,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Noise Cancelling Headphones,Books,1253.47,Cancelled,21/08/2023 08:43,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051304,CUST037027,ORD0037027,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Running Shoes,Toys & Games,10.91,Delivered,21/08/2023 18:00,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051305,CUST037028,ORD0037028,The man was very kind and he was talking me very polite.,ORDER,Priority delivery,Order Related,Dress Shirt,Sports & Outdoors,253.06,Delivered,21/08/2023 23:40,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051306,CUST037029,ORD0037029,I need help with my order.,ORDER,Priority delivery,Order Related,Smartwatch,Sports & Outdoors,245.04,Delivered,21/08/2023 23:13,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051307,CUST037030,ORD0037030,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Yoga Mat,Toys & Games,1130.28,Delivered,21/08/2023 08:03,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051308,CUST037031,ORD0037031,I need help with my order.,RETURN,Service Centres Related,Returns,Kids Toy Car,Books,1601.56,Delivered,21/08/2023 22:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051309,CUST037032,ORD0037032,Krat   & NetSuper are fraud sellers. Save your innocent customer from them.,ORDER,Product Specific Information,Product Queries,Novel Bestseller,Clothing,1122.01,Cancelled,21/08/2023 22:48,Outcall,2,AUTONOMOUS_ELIGIBLE
CASE00051310,CUST037033,ORD0037033,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Mechanical Keyboard,Toys & Games,453.62,Delivered,21/08/2023 08:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051311,CUST037034,ORD0037034,I need help with my order.,RETURN,Fraudulent User,Returns,Wireless Earbuds,Clothing,328.07,Delivered,21/08/2023 18:26,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051312,CUST037035,ORD0037035,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Backpack,Books,1094.89,Delivered,20/08/2023 18:41,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051313,CUST037036,ORD0037036,Very good,RETURN,Wrong,Returns,Wireless Earbuds,Clothing,376.12,Delivered,20/08/2023 22:09,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051314,CUST037037,ORD0037037,I am satisfied,RETURN,Reverse Pickup Enquiry,Returns,Gaming Mouse,Books,574.97,Delivered,21/08/2023 16:35,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051315,CUST037038,ORD0037038,Nice,RETURN,Missing,Returns,LED Desk Lamp,Home & Kitchen,589.19,Delivered,21/08/2023 17:54,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051316,CUST037039,ORD0037039,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,HDMI Cable 2m,Home & Kitchen,796.72,Shipped,21/08/2023 11:56,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051317,CUST037040,ORD0037040,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Drone Mini,Books,436.54,Delivered,21/08/2023 07:32,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051318,CUST037041,ORD0037041,I need help with my order.,ORDER,Installation/demo,Order Related,Smart Light Bulb,Electronics,924.0,Delivered,21/08/2023 20:50,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051319,CUST037042,ORD0037042,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Running Shoes,Clothing,572.85,Shipped,21/08/2023 10:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051320,CUST037043,ORD0037043,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Cookware Set,Books,900.25,Delivered,21/08/2023 20:59,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051321,CUST037044,ORD0037044,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Smartphone Case,Books,1766.55,Delivered,21/08/2023 23:10,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051322,CUST037045,ORD0037045,Order 28 ka magaya tha aur 30 bhej diya hai,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,592.4,Delivered,21/08/2023 14:06,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051323,CUST037046,ORD0037046,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Kids Toy Car,Sports & Outdoors,1086.38,Delivered,21/08/2023 19:07,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051324,CUST037047,ORD0037047,We discontentd with this late order,ORDER,Delayed,Order Related,Sunglasses,Toys & Games,268.96,Delivered,21/08/2023 19:43,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051325,CUST037048,ORD0037048,I need help with my order.,RETURN,Self-Help,Returns,Winter Jacket,Sports & Outdoors,1231.37,Shipped,21/08/2023 12:46,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051326,CUST037049,ORD0037049,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Mechanical Keyboard,Books,977.95,Delivered,21/08/2023 20:54,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051327,CUST037050,ORD0037050,Thanks  for helping me ????????,RETURN,Reverse Pickup Enquiry,Returns,Smartwatch,Toys & Games,1155.95,Shipped,21/08/2023 14:55,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051328,CUST037051,ORD0037051,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,USB-C Charger,Home & Kitchen,358.49,Delivered,21/08/2023 17:25,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051329,CUST037052,ORD0037052,Good ????,RETURN,Reverse Pickup Enquiry,Returns,Bluetooth Speaker,Sports & Outdoors,1755.93,Delivered,21/08/2023 21:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051330,CUST037053,ORD0037053,Good working,RETURN,Reverse Pickup Enquiry,Returns,Smartwatch,Home & Kitchen,531.33,Delivered,21/08/2023 21:56,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051331,CUST037054,ORD0037054,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Electric Kettle,Clothing,433.8,Shipped,21/08/2023 20:09,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00051332,CUST037055,ORD0037055,I need help with my order.,ORDER,Installation/demo,Order Related,Cookware Set,Books,785.13,Delivered,21/08/2023 20:40,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051333,CUST037056,ORD0037056,Third class company because of third class customer service.From 8th August your senior team and juniors are giving me lolipop not satisfactory answer.This is ridiculous.Shopzilla provided internal damaged TV and not pro,RETURN,Service Centres Related,Returns,Action Camera,Home & Kitchen,1865.06,Delivered,21/08/2023 19:26,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051334,CUST037057,ORD0037057,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Laptop Sleeve,Sports & Outdoors,2187.85,Delivered,21/08/2023 16:37,Outcall,5,HIGH_VALUE
CASE00051335,CUST037058,ORD0037058,I received the wrong product.,RETURN,Wrong,Returns,Jeans,Toys & Games,947.05,Delivered,21/08/2023 17:13,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051336,CUST037059,ORD0037059,I am having an issue with my payment.,PAYMENT,Online Payment Issues,Payments related,Smart Light Bulb,Books,1917.16,Delivered,21/08/2023 21:55,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051337,CUST037060,ORD0037060,How someone like her could be a senior support executive\u2026.horrible experience with this girl .allegedly said that i have the product and i am lying,RETURN,Reverse Pickup Enquiry,Returns,Winter Jacket,Books,1811.75,Delivered,21/08/2023 12:23,Email,1,AUTONOMOUS_ELIGIBLE
CASE00051338,CUST037061,ORD0037061,I need help with my order.,ORDER,Priority delivery,Order Related,Backpack,Books,1534.35,Delivered,21/08/2023 16:48,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051339,CUST037062,ORD0037062,Than,RETURN,Return request,Returns,Vacuum Cleaner,Home & Kitchen,144.61,Shipped,21/08/2023 11:27,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051340,CUST037063,ORD0037063,I need help with my order.,ORDER,Invoice request,Order Related,Air Fryer,Books,908.12,Cancelled,21/08/2023 20:42,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051341,CUST037064,ORD0037064,I need help with my order.,RETURN,Fraudulent User,Returns,Smart Light Bulb,Home & Kitchen,427.77,Delivered,21/08/2023 22:47,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051342,CUST037065,ORD0037065,Good,ORDER,Installation/demo,Order Related,Winter Jacket,Books,609.64,Delivered,21/08/2023 20:58,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051343,CUST037066,ORD0037066,I need help with my order.,RETURN,Fraudulent User,Returns,Projector Mini,Home & Kitchen,411.16,Delivered,20/08/2023 18:50,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051344,CUST037067,ORD0037067,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Desk Organizer,Toys & Games,344.28,Delivered,21/08/2023 12:35,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051345,CUST037068,ORD0037068,I received the wrong product.,RETURN,Wrong,Returns,Desk Organizer,Books,1966.35,Delivered,21/08/2023 16:23,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051346,CUST037069,ORD0037069,Thanks Sumit Sir For being well informed,RETURN,Reverse Pickup Enquiry,Returns,Drone Mini,Clothing,195.06,Delivered,21/08/2023 20:16,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051347,CUST037070,ORD0037070,Given good support ??,RETURN,Reverse Pickup Enquiry,Returns,Drone Mini,Books,2698.78,Returned,20/08/2023 12:03,Inbound,5,HIGH_VALUE
CASE00051348,CUST037071,ORD0037071,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Wireless Charger,Clothing,730.81,Delivered,21/08/2023 13:50,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051349,CUST037072,ORD0037072,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,Desk Organizer,Sports & Outdoors,2500.77,Delivered,21/08/2023 21:04,Inbound,5,HIGH_VALUE
CASE00051350,CUST037073,ORD0037073,I need help with my order.,ORDER,Installation/demo,Order Related,Water Bottle,Books,1785.63,Delivered,18/08/2023 09:17,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051351,CUST037074,ORD0037074,Good,ORDER,Installation/demo,Order Related,Car Charger,Clothing,255.32,Delivered,21/08/2023 09:27,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051352,CUST037075,ORD0037075,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Children's Book,Books,1298.4,Shipped,21/08/2023 07:17,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051353,CUST037076,ORD0037076,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Desk Plant,Clothing,1350.15,Delivered,21/08/2023 17:14,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051354,CUST037077,ORD0037077,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Projector Mini,Books,222.31,Delivered,21/08/2023 20:04,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051355,CUST037078,ORD0037078,I need help with my order.,RETURN,Fraudulent User,Returns,Desk Plant,Clothing,314.21,Cancelled,21/08/2023 21:06,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051356,CUST037079,ORD0037079,I need help with my order.,RETURN,Fraudulent User,Returns,Smartwatch,Clothing,806.09,Delivered,20/08/2023 23:53,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051357,CUST037080,ORD0037080,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,Desk Organizer,Toys & Games,2821.15,Delivered,21/08/2023 11:29,Inbound,4,HIGH_VALUE
CASE00051358,CUST037081,ORD0037081,I received the wrong product.,RETURN,Wrong,Returns,Yoga Mat,Sports & Outdoors,914.65,Cancelled,21/08/2023 16:02,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051359,CUST037082,ORD0037082,I need help with my order.,ORDER,Installation/demo,Order Related,Action Camera,Electronics,453.88,Delivered,21/08/2023 20:33,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051360,CUST037083,ORD0037083,"I called 3 times a day. Everytime I say the same thing,they say the same thing and the call gest disconnected. The return request is getting processed for 15 days now, no resolution. Regretting a lot for coming back to Shopzilla.",RETURN,Technician Visit,Returns,Portable SSD 1TB,Toys & Games,764.8,Delivered,21/08/2023 11:53,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051361,CUST037084,ORD0037084,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Laptop Sleeve,Home & Kitchen,1309.64,Pending,21/08/2023 13:49,Inbound,4,AUTONOMOUS_ELIGIBLE
