ReturnID,OrderID,CustomerID,ReturnStatus,ReturnReason,RequestedDate,ApprovedDate
RET00001425,ORD0046361,CUST046361,REQUESTED,Damaged item,2021-04-06,
RET00001426,ORD0046367,CUST046367,COMPLETED,Product issue,2020-05-15,2020-05-15
RET00001427,ORD0046376,CUST046376,COMPLETED,Not needed,2022-06-16,2022-06-16
RET00001428,ORD0046403,CUST046403,APPROVED,Missing item,2023-11-04,2023-11-04
RET00001429,ORD0046429,CUST046429,COMPLETED,Not needed,2024-04-19,2024-04-19
RET00001430,ORD0046450,CUST046450,RECEIVED,Missing item,2020-05-18,2020-05-18
RET00001431,ORD0046489,CUST046489,RECEIVED,Not needed,2020-08-23,2020-08-23
RET00001432,ORD0046511,CUST046511,REQUESTED,Damaged item,2024-06-25,
RET00001433,ORD0046542,CUST046542,COMPLETED,Wrong item,2022-05-09,2022-05-09
RET00001434,ORD0046585,CUST046585,COMPLETED,Damaged item,2020-04-16,2020-04-16
RET00001435,ORD0046639,CUST046639,COMPLETED,Damaged item,2020-05-17,2020-05-17
RET00001436,ORD0046640,CUST046640,REQUESTED,Wrong item,2021-01-01,
RET00001437,ORD0046682,CUST046682,PICKUP_SCHEDULED,Product issue,2023-05-20,2023-05-20
RET00001438,ORD0046686,CUST046686,RECEIVED,Product issue,2024-11-21,2024-11-21
RET00001439,ORD0046699,CUST046699,COMPLETED,Missing item,2020-05-15,2020-05-15
RET00001440,ORD0046711,CUST046711,APPROVED,Not needed,2023-09-17,2023-09-17
RET00001441,ORD0046747,CUST046747,COMPLETED,Wrong item,2021-12-01,2021-12-01
RET00001442,ORD0046790,CUST046790,PICKUP_SCHEDULED,Wrong item,2023-05-15,2023-05-15
RET00001443,ORD0046803,CUST046803,COMPLETED,Product issue,2023-08-24,2023-08-24
RET00001444,ORD0046825,CUST046825,COMPLETED,Not needed,2020-08-03,2020-08-03
RET00001445,ORD0046840,CUST046840,COMPLETED,Missing item,2022-08-16,2022-08-16
RET00001446,ORD0046851,CUST046851,COMPLETED,Missing item,2024-03-08,2024-03-08
RET00001447,ORD0046877,CUST046877,COMPLETED,Missing item,2022-09-16,2022-09-16
RET00001448,ORD0046930,CUST046930,PICKUP_SCHEDULED,Missing item,2021-07-28,2021-07-28
RET00001449,ORD0046938,CUST046938,REQUESTED,Product issue,2022-03-13,
RET00001450,ORD0046981,CUST046981,COMPLETED,Missing item,2020-11-08,2020-11-08
RET00001451,ORD0046987,CUST046987,COMPLETED,Missing item,2020-08-18,2020-08-18
RET00001452,ORD0047021,CUST047021,PICKUP_SCHEDULED,Damaged item,2023-03-10,2023-03-10
RET00001453,ORD0047078,CUST047078,COMPLETED,Missing item,2020-08-17,2020-08-17
RET00001454,ORD0047089,CUST047089,APPROVED,Wrong item,2024-03-08,2024-03-08
RET00001455,ORD0047093,CUST047093,REQUESTED,Missing item,2021-10-09,
RET00001456,ORD0047107,CUST047107,PICKUP_SCHEDULED,Wrong item,2021-05-28,2021-05-28
RET00001457,ORD0047118,CUST047118,COMPLETED,Product issue,2022-03-28,2022-03-28
RET00001458,ORD0047223,CUST047223,RECEIVED,Product issue,2023-05-28,2023-05-28
RET00001459,ORD0047246,CUST047246,COMPLETED,Damaged item,2021-09-21,2021-09-21
RET00001460,ORD0047282,CUST047282,APPROVED,Damaged item,2024-03-22,2024-03-22
RET00001461,ORD0047292,CUST047292,REQUESTED,Missing item,2023-12-04,
RET00001462,ORD0047307,CUST047307,PICKUP_SCHEDULED,Damaged item,2022-05-28,2022-05-28
RET00001463,ORD0047328,CUST047328,REQUESTED,Not needed,2022-10-22,
RET00001464,ORD0047437,CUST047437,RECEIVED,Product issue,2021-01-21,2021-01-21
RET00001465,ORD0047498,CUST047498,COMPLETED,Damaged item,2024-09-27,2024-09-27
RET00001466,ORD0047501,CUST047501,APPROVED,Product issue,2022-05-30,2022-05-30
RET00001467,ORD0047519,CUST047519,COMPLETED,Product issue,2024-04-28,2024-04-28
RET00001468,ORD0047529,CUST047529,APPROVED,Missing item,2020-12-08,2020-12-08
RET00001469,ORD0047573,CUST047573,COMPLETED,Damaged item,2022-04-11,2022-04-11
RET00001470,ORD0047696,CUST047696,PICKUP_SCHEDULED,Damaged item,2021-02-17,2021-02-17
RET00001471,ORD0047707,CUST047707,REQUESTED,Product issue,2024-07-21,
RET00001472,ORD0047759,CUST047759,COMPLETED,Product issue,2020-10-20,2020-10-20
RET00001473,ORD0047761,CUST047761,COMPLETED,Missing item,2022-06-04,2022-06-04
RET00001474,ORD0047796,CUST047796,COMPLETED,Product issue,2021-09-20,2021-09-20
RET00001475,ORD0047814,CUST047814,PICKUP_SCHEDULED,Product issue,2022-07-02,2022-07-02
RET00001476,ORD0047840,CUST047840,REQUESTED,Missing item,2020-10-11,
RET00001477,ORD0047843,CUST047843,REQUESTED,Product issue,2024-07-25,
RET00001478,ORD0047889,CUST047889,APPROVED,Missing item,2024-12-24,2024-12-24
RET00001479,ORD0047967,CUST047967,RECEIVED,Wrong item,2020-01-16,2020-01-16
RET00001480,ORD0048006,CUST048006,RECEIVED,Product issue,2022-12-22,2022-12-22
RET00001481,ORD0048074,CUST048074,COMPLETED,Wrong item,2021-05-23,2021-05-23
RET00001482,ORD0048262,CUST048262,COMPLETED,Missing item,2021-05-23,2021-05-23
RET00001483,ORD0048276,CUST048276,PICKUP_SCHEDULED,Damaged item,2023-01-16,2023-01-16
RET00001484,ORD0048283,CUST048283,RECEIVED,Missing item,2023-11-01,2023-11-01
RET00001485,ORD0048319,CUST048319,RECEIVED,Product issue,2020-04-03,2020-04-03
RET00001486,ORD0048351,CUST048351,PICKUP_SCHEDULED,Damaged item,2023-11-20,2023-11-20
RET00001487,ORD0048363,CUST048363,RECEIVED,Damaged item,2023-07-02,2023-07-02
RET00001488,ORD0048366,CUST048366,REQUESTED,Product issue,2022-12-30,
RET00001489,ORD0048370,CUST048370,REQUESTED,Missing item,2021-04-22,
RET00001490,ORD0048419,CUST048419,COMPLETED,Not needed,2020-10-28,2020-10-28
RET00001491,ORD0048440,CUST048440,APPROVED,Missing item,2021-04-18,2021-04-18
RET00001492,ORD0048556,CUST048556,COMPLETED,Missing item,2020-10-28,2020-10-28
RET00001493,ORD0048565,CUST048565,PICKUP_SCHEDULED,Damaged item,2024-09-21,2024-09-21
RET00001494,ORD0048577,CUST048577,COMPLETED,Not needed,2022-02-16,2022-02-16
RET00001495,ORD0048628,CUST048628,COMPLETED,Damaged item,2024-01-06,2024-01-06
RET00001496,ORD0048658,CUST048658,COMPLETED,Wrong item,2021-03-24,2021-03-24
RET00001497,ORD0048687,CUST048687,COMPLETED,Missing item,2021-07-20,2021-07-20
RET00001498,ORD0048727,CUST048727,COMPLETED,Wrong item,2022-10-14,2022-10-14
RET00001499,ORD0048735,CUST048735,COMPLETED,Damaged item,2020-08-13,2020-08-13
RET00001500,ORD0048749,CUST048749,COMPLETED,Not needed,2021-06-17,2021-06-17
RET00001501,ORD0048761,CUST048761,REQUESTED,Damaged item,2020-05-19,
RET00001502,ORD0048813,CUST048813,APPROVED,Damaged item,2021-10-28,2021-10-28
RET00001503,ORD0048831,CUST048831,COMPLETED,Missing item,2022-04-19,2022-04-19
RET00001504,ORD0048833,CUST048833,REQUESTED,Product issue,2022-06-30,
RET00001505,ORD0048835,CUST048835,COMPLETED,Product issue,2020-02-18,2020-02-18
RET00001506,ORD0048837,CUST048837,PICKUP_SCHEDULED,Product issue,2022-08-23,2022-08-23
RET00001507,ORD0048885,CUST048885,COMPLETED,Not needed,2021-08-29,2021-08-29
RET00001508,ORD0048888,CUST048888,APPROVED,Not needed,2022-10-28,2022-10-28
RET00001509,ORD0048894,CUST048894,COMPLETED,Not needed,2021-04-02,2021-04-02
RET00001510,ORD0048909,CUST048909,APPROVED,Product issue,2021-03-19,2021-03-19
RET00001511,ORD0048946,CUST048946,COMPLETED,Not needed,2020-06-11,2020-06-11
RET00001512,ORD0048973,CUST048973,COMPLETED,Not needed,2020-02-22,2020-02-22
RET00001513,ORD0048977,CUST048977,APPROVED,Product issue,2020-10-12,2020-10-12
RET00001514,ORD0049013,CUST049013,COMPLETED,Product issue,2020-12-01,2020-12-01
RET00001515,ORD0049134,CUST049134,RECEIVED,Product issue,2023-09-08,2023-09-08
RET00001516,ORD0049143,CUST049143,COMPLETED,Product issue,2022-04-12,2022-04-12
RET00001517,ORD0049184,CUST049184,APPROVED,Product issue,2022-06-05,2022-06-05
RET00001518,ORD0049201,CUST049201,RECEIVED,Not needed,2024-10-04,2024-10-04
RET00001519,ORD0049212,CUST049212,RECEIVED,Wrong item,2023-12-27,2023-12-27
RET00001520,ORD0049252,CUST049252,RECEIVED,Damaged item,2023-11-23,2023-11-23
RET00001521,ORD0049283,CUST049283,APPROVED,Wrong item,2024-04-16,2024-04-16
RET00001522,ORD0049346,CUST049346,PICKUP_SCHEDULED,Product issue,2020-06-25,2020-06-25
RET00001523,ORD0049369,CUST049369,APPROVED,Missing item,2023-11-18,2023-11-18
RET00001524,ORD0049403,CUST049403,RECEIVED,Wrong item,2020-08-12,2020-08-12
RET00001525,ORD0049464,CUST049464,RECEIVED,Not needed,2021-04-03,2021-04-03
RET00001526,ORD0049481,CUST049481,APPROVED,Product issue,2021-12-20,2021-12-20
RET00001527,ORD0049517,CUST049517,RECEIVED,Damaged item,2024-10-28,2024-10-28
RET00001528,ORD0049549,CUST049549,REQUESTED,Not needed,2023-10-25,
RET00001529,ORD0049560,CUST049560,COMPLETED,Product issue,2021-08-25,2021-08-25
RET00001530,ORD0049590,CUST049590,COMPLETED,Missing item,2023-01-21,2023-01-21
RET00001531,ORD0049600,CUST049600,PICKUP_SCHEDULED,Not needed,2021-06-04,2021-06-04
RET00001532,ORD0049654,CUST049654,RECEIVED,Product issue,2022-12-05,2022-12-05
RET00001533,ORD0049684,CUST049684,RECEIVED,Wrong item,2021-11-24,2021-11-24
RET00001534,ORD0049714,CUST049714,PICKUP_SCHEDULED,Wrong item,2021-04-06,2021-04-06
RET00001535,ORD0049726,CUST049726,RECEIVED,Not needed,2021-12-05,2021-12-05
RET00001536,ORD0049745,CUST049745,APPROVED,Missing item,2021-12-18,2021-12-18
RET00001537,ORD0049756,CUST049756,PICKUP_SCHEDULED,Product issue,2020-10-12,2020-10-12
RET00001538,ORD0049822,CUST049822,PICKUP_SCHEDULED,Damaged item,2024-11-06,2024-11-06
RET00001539,ORD0049861,CUST049861,PICKUP_SCHEDULED,Damaged item,2023-09-17,2023-09-17
RET00001540,ORD0049865,CUST049865,COMPLETED,Not needed,2023-12-04,2023-12-04
RET00001541,ORD0049904,CUST049904,COMPLETED,Not needed,2021-04-23,2021-04-23
RET00001542,ORD0049907,CUST049907,COMPLETED,Damaged item,2021-01-21,2021-01-21
RET00001543,ORD0049927,CUST049927,RECEIVED,Wrong item,2023-05-16,2023-05-16
RET00001544,ORD0050002,CUST050002,PICKUP_SCHEDULED,Not needed,2021-08-23,2021-08-23
RET00001545,ORD0050014,CUST050014,REQUESTED,Wrong item,2020-01-05,
RET00001546,ORD0050116,CUST050116,COMPLETED,Wrong item,2023-04-12,2023-04-12
RET00001547,ORD0050178,CUST050178,REQUESTED,Wrong item,2021-01-03,
RET00001548,ORD0050185,CUST050185,APPROVED,Damaged item,2021-12-24,2021-12-24
RET00001549,ORD0050235,CUST050235,COMPLETED,Wrong item,2020-01-02,2020-01-02
RET00001550,ORD0050288,CUST050288,APPROVED,Damaged item,2022-01-03,2022-01-03
RET00001551,ORD0050289,CUST050289,COMPLETED,Damaged item,2022-12-19,2022-12-19
RET00001552,ORD0050454,CUST050454,COMPLETED,Not needed,2021-05-14,2021-05-14
RET00001553,ORD0050471,CUST050471,APPROVED,Not needed,2021-05-01,2021-05-01
RET00001554,ORD0050489,CUST050489,REQUESTED,Product issue,2023-01-04,
RET00001555,ORD0050524,CUST050524,RECEIVED,Product issue,2020-09-10,2020-09-10
RET00001556,ORD0050557,CUST050557,COMPLETED,Damaged item,2023-02-25,2023-02-25
RET00001557,ORD0050583,CUST050583,COMPLETED,Damaged item,2022-07-25,2022-07-25
RET00001558,ORD0050586,CUST050586,COMPLETED,Damaged item,2023-09-09,2023-09-09
RET00001559,ORD0050590,CUST050590,RECEIVED,Not needed,2022-05-11,2022-05-11
RET00001560,ORD0050595,CUST050595,APPROVED,Damaged item,2023-01-31,2023-01-31
RET00001561,ORD0050733,CUST050733,APPROVED,Wrong item,2021-09-03,2021-09-03
RET00001562,ORD0050789,CUST050789,APPROVED,Wrong item,2023-12-30,2023-12-30
RET00001563,ORD0050803,CUST050803,PICKUP_SCHEDULED,Damaged item,2022-10-20,2022-10-20
RET00001564,ORD0050827,CUST050827,RECEIVED,Wrong item,2024-06-23,2024-06-23
RET00001565,ORD0050830,CUST050830,PICKUP_SCHEDULED,Wrong item,2021-10-01,2021-10-01
RET00001566,ORD0050866,CUST050866,RECEIVED,Wrong item,2020-11-19,2020-11-19
RET00001567,ORD0050874,CUST050874,RECEIVED,Wrong item,2021-11-15,2021-11-15
RET00001568,ORD0050908,CUST050908,RECEIVED,Damaged item,2024-08-24,2024-08-24
RET00001569,ORD0050912,CUST050912,RECEIVED,Damaged item,2023-03-03,2023-03-03
RET00001570,ORD0050919,CUST050919,COMPLETED,Product issue,2022-05-19,2022-05-19
RET00001571,ORD0050929,CUST050929,COMPLETED,Damaged item,2022-06-25,2022-06-25
RET00001572,ORD0050986,CUST050986,COMPLETED,Damaged item,2022-05-15,2022-05-15
RET00001573,ORD0050992,CUST050992,COMPLETED,Wrong item,2023-02-17,2023-02-17
RET00001574,ORD0051030,CUST051030,COMPLETED,Missing item,2021-07-31,2021-07-31
RET00001575,ORD0051036,CUST051036,COMPLETED,Missing item,2022-10-16,2022-10-16
RET00001576,ORD0051078,CUST051078,APPROVED,Wrong item,2022-04-10,2022-04-10
RET00001577,ORD0051088,CUST051088,COMPLETED,Product issue,2020-10-09,2020-10-09
RET00001578,ORD0051092,CUST051092,REQUESTED,Missing item,2024-05-19,
RET00001579,ORD0051103,CUST051103,COMPLETED,Missing item,2023-09-25,2023-09-25
RET00001580,ORD0051106,CUST051106,RECEIVED,Missing item,2021-12-25,2021-12-25
RET00001581,ORD0051141,CUST051141,REQUESTED,Product issue,2022-05-27,
RET00001582,ORD0051308,CUST051308,COMPLETED,Missing item,2024-01-18,2024-01-18
RET00001583,ORD0051332,CUST051332,COMPLETED,Wrong item,2024-05-12,2024-05-12
RET00001584,ORD0051388,CUST051388,COMPLETED,Not needed,2020-04-14,2020-04-14
RET00001585,ORD0051403,CUST051403,COMPLETED,Damaged item,2022-08-30,2022-08-30
RET00001586,ORD0051408,CUST051408,COMPLETED,Missing item,2022-06-24,2022-06-24
RET00001587,ORD0051422,CUST051422,RECEIVED,Missing item,2021-01-16,2021-01-16
RET00001588,ORD0051427,CUST051427,RECEIVED,Not needed,2024-01-08,2024-01-08
RET00001589,ORD0051456,CUST051456,COMPLETED,Missing item,2024-08-13,2024-08-13
RET00001590,ORD0051479,CUST051479,RECEIVED,Not needed,2020-09-21,2020-09-21
RET00001591,ORD0051529,CUST051529,RECEIVED,Wrong item,2024-02-07,2024-02-07
RET00001592,ORD0051586,CUST051586,REQUESTED,Damaged item,2021-05-15,
RET00001593,ORD0051594,CUST051594,APPROVED,Not needed,2022-04-20,2022-04-20
RET00001594,ORD0051636,CUST051636,REQUESTED,Product issue,2023-09-12,
RET00001595,ORD0051651,CUST051651,COMPLETED,Wrong item,2022-08-18,2022-08-18
RET00001596,ORD0051689,CUST051689,COMPLETED,Damaged item,2023-08-29,2023-08-29
RET00001597,ORD0051714,CUST051714,RECEIVED,Not needed,2024-08-21,2024-08-21
RET00001598,ORD0051724,CUST051724,APPROVED,Wrong item,2024-03-11,2024-03-11
RET00001599,ORD0051789,CUST051789,APPROVED,Missing item,2020-05-16,2020-05-16
RET00001600,ORD0051818,CUST051818,APPROVED,Wrong item,2024-11-15,2024-11-15
RET00001601,ORD0051825,CUST051825,PICKUP_SCHEDULED,Product issue,2021-09-07,2021-09-07
RET00001602,ORD0051857,CUST051857,COMPLETED,Damaged item,2022-10-23,2022-10-23
RET00001603,ORD0051884,CUST051884,COMPLETED,Not needed,2020-09-06,2020-09-06
RET00001604,ORD0051930,CUST051930,RECEIVED,Wrong item,2024-09-20,2024-09-20
RET00001605,ORD0051937,CUST051937,RECEIVED,Wrong item,2024-04-30,2024-04-30
RET00001606,ORD0051993,CUST051993,RECEIVED,Missing item,2023-02-10,2023-02-10
RET00001607,ORD0052032,CUST052032,COMPLETED,Product issue,2023-11-06,2023-11-06
RET00001608,ORD0052058,CUST052058,COMPLETED,Damaged item,2022-05-09,2022-05-09
RET00001609,ORD0052137,CUST052137,RECEIVED,Not needed,2021-01-01,2021-01-01
RET00001610,ORD0052149,CUST052149,REQUESTED,Damaged item,2021-04-02,
RET00001611,ORD0052206,CUST052206,REQUESTED,Product issue,2023-11-26,
RET00001612,ORD0052211,CUST052211,RECEIVED,Damaged item,2021-08-10,2021-08-10
RET00001613,ORD0052251,CUST052251,REQUESTED,Not needed,2020-11-15,
RET00001614,ORD0052298,CUST052298,RECEIVED,Missing item,2022-03-01,2022-03-01
RET00001615,ORD0052344,CUST052344,COMPLETED,Not needed,2023-05-16,2023-05-16
RET00001616,ORD0052354,CUST052354,RECEIVED,Missing item,2022-08-25,2022-08-25
RET00001617,ORD0052396,CUST052396,PICKUP_SCHEDULED,Product issue,2021-08-24,2021-08-24
RET00001618,ORD0052397,CUST052397,APPROVED,Not needed,2020-11-23,2020-11-23
RET00001619,ORD0052409,CUST052409,RECEIVED,Missing item,2023-12-20,2023-12-20
RET00001620,ORD0052419,CUST052419,APPROVED,Wrong item,2022-06-30,2022-06-30
RET00001621,ORD0052552,CUST052552,RECEIVED,Missing item,2023-09-11,2023-09-11
RET00001622,ORD0052570,CUST052570,REQUESTED,Not needed,2021-12-31,
RET00001623,ORD0052571,CUST052571,REQUESTED,Damaged item,2020-04-20,
RET00001624,ORD0052627,CUST052627,COMPLETED,Not needed,2024-06-18,2024-06-18
RET00001625,ORD0052634,CUST052634,REQUESTED,Wrong item,2022-02-25,
RET00001626,ORD0052653,CUST052653,APPROVED,Product issue,2023-09-25,2023-09-25
RET00001627,ORD0052699,CUST052699,PICKUP_SCHEDULED,Product issue,2023-08-15,2023-08-15
RET00001628,ORD0052721,CUST052721,RECEIVED,Missing item,2020-12-07,2020-12-07
RET00001629,ORD0052914,CUST052914,COMPLETED,Not needed,2024-12-02,2024-12-02
RET00001630,ORD0052915,CUST052915,COMPLETED,Damaged item,2022-11-09,2022-11-09
RET00001631,ORD0052950,CUST052950,COMPLETED,Wrong item,2020-12-30,2020-12-30
RET00001632,ORD0052960,CUST052960,RECEIVED,Not needed,2020-07-07,2020-07-07
RET00001633,ORD0052987,CUST052987,RECEIVED,Not needed,2024-05-14,2024-05-14
RET00001634,ORD0053000,CUST053000,PICKUP_SCHEDULED,Not needed,2024-05-07,2024-05-07
RET00001635,ORD0053076,CUST053076,RECEIVED,Missing item,2022-07-12,2022-07-12
RET00001636,ORD0053091,CUST053091,COMPLETED,Product issue,2023-05-20,2023-05-20
RET00001637,ORD0053169,CUST053169,RECEIVED,Missing item,2023-11-27,2023-11-27
RET00001638,ORD0053219,CUST053219,APPROVED,Wrong item,2020-02-12,2020-02-12
RET00001639,ORD0053246,CUST053246,APPROVED,Missing item,2020-07-08,2020-07-08
RET00001640,ORD0053253,CUST053253,COMPLETED,Wrong item,2021-11-10,2021-11-10
RET00001641,ORD0053274,CUST053274,RECEIVED,Not needed,2021-08-06,2021-08-06
RET00001642,ORD0053294,CUST053294,PICKUP_SCHEDULED,Product issue,2020-09-29,2020-09-29
RET00001643,ORD0053312,CUST053312,APPROVED,Missing item,2024-08-28,2024-08-28
RET00001644,ORD0053316,CUST053316,COMPLETED,Damaged item,2023-02-18,2023-02-18
RET00001645,ORD0053378,CUST053378,REQUESTED,Product issue,2023-07-22,
RET00001646,ORD0053389,CUST053389,COMPLETED,Damaged item,2024-01-23,2024-01-23
RET00001647,ORD0053413,CUST053413,COMPLETED,Damaged item,2023-08-13,2023-08-13
RET00001648,ORD0053465,CUST053465,COMPLETED,Missing item,2024-07-25,2024-07-25
RET00001649,ORD0053512,CUST053512,PICKUP_SCHEDULED,Not needed,2022-06-30,2022-06-30
RET00001650,ORD0053567,CUST053567,APPROVED,Missing item,2023-08-23,2023-08-23
RET00001651,ORD0053597,CUST053597,COMPLETED,Wrong item,2020-07-06,2020-07-06
RET00001652,ORD0053651,CUST053651,REQUESTED,Product issue,2023-11-01,
RET00001653,ORD0053659,CUST053659,APPROVED,Missing item,2022-10-25,2022-10-25
RET00001654,ORD0053677,CUST053677,PICKUP_SCHEDULED,Wrong item,2024-06-05,2024-06-05
RET00001655,ORD0053679,CUST053679,REQUESTED,Wrong item,2023-04-18,
RET00001656,ORD0053709,CUST053709,REQUESTED,Damaged item,2021-03-21,
RET00001657,ORD0053720,CUST053720,RECEIVED,Wrong item,2024-07-28,2024-07-28
RET00001658,ORD0053724,CUST053724,REQUESTED,Product issue,2024-12-11,
RET00001659,ORD0053788,CUST053788,REQUESTED,Damaged item,2020-01-10,
RET00001660,ORD0053789,CUST053789,COMPLETED,Not needed,2020-03-27,2020-03-27
RET00001661,ORD0053796,CUST053796,COMPLETED,Damaged item,2023-05-05,2023-05-05
RET00001662,ORD0053819,CUST053819,RECEIVED,Damaged item,2021-04-19,2021-04-19
RET00001663,ORD0053827,CUST053827,RECEIVED,Not needed,2022-02-16,2022-02-16
RET00001664,ORD0053845,CUST053845,REQUESTED,Missing item,2020-04-14,
RET00001665,ORD0053899,CUST053899,APPROVED,Not needed,2020-02-06,2020-02-06
RET00001666,ORD0053979,CUST053979,PICKUP_SCHEDULED,Wrong item,2023-01-22,2023-01-22
RET00001667,ORD0053997,CUST053997,REQUESTED,Damaged item,2023-11-29,
RET00001668,ORD0054009,CUST054009,COMPLETED,Product issue,2022-04-24,2022-04-24
RET00001669,ORD0054016,CUST054016,RECEIVED,Missing item,2023-09-06,2023-09-06
RET00001670,ORD0054017,CUST054017,COMPLETED,Not needed,2022-03-24,2022-03-24
RET00001671,ORD0054040,CUST054040,PICKUP_SCHEDULED,Damaged item,2020-03-26,2020-03-26
RET00001672,ORD0054080,CUST054080,PICKUP_SCHEDULED,Not needed,2024-12-14,2024-12-14
RET00001673,ORD0054189,CUST054189,COMPLETED,Damaged item,2022-02-09,2022-02-09
RET00001674,ORD0054193,CUST054193,APPROVED,Missing item,2021-06-21,2021-06-21
RET00001675,ORD0054225,CUST054225,APPROVED,Not needed,2020-08-08,2020-08-08
RET00001676,ORD0054234,CUST054234,RECEIVED,Damaged item,2024-09-29,2024-09-29
RET00001677,ORD0054297,CUST054297,REQUESTED,Product issue,2021-01-13,
RET00001678,ORD0054317,CUST054317,COMPLETED,Not needed,2024-05-25,2024-05-25
RET00001679,ORD0054325,CUST054325,APPROVED,Wrong item,2021-09-06,2021-09-06
RET00001680,ORD0054331,CUST054331,RECEIVED,Not needed,2023-01-21,2023-01-21
RET00001681,ORD0054357,CUST054357,COMPLETED,Not needed,2021-05-20,2021-05-20
RET00001682,ORD0054377,CUST054377,APPROVED,Missing item,2020-07-05,2020-07-05
RET00001683,ORD0054431,CUST054431,REQUESTED,Wrong item,2024-09-14,
RET00001684,ORD0054447,CUST054447,RECEIVED,Product issue,2023-03-31,2023-03-31
RET00001685,ORD0054487,CUST054487,COMPLETED,Product issue,2020-07-06,2020-07-06
RET00001686,ORD0054597,CUST054597,COMPLETED,Wrong item,2023-11-06,2023-11-06
RET00001687,ORD0054631,CUST054631,APPROVED,Not needed,2022-09-20,2022-09-20
RET00001688,ORD0054743,CUST054743,APPROVED,Wrong item,2022-07-18,2022-07-18
RET00001689,ORD0054812,CUST054812,COMPLETED,Not needed,2020-03-21,2020-03-21
RET00001690,ORD0054858,CUST054858,RECEIVED,Damaged item,2020-12-11,2020-12-11
RET00001691,ORD0054962,CUST054962,COMPLETED,Not needed,2021-04-23,2021-04-23
RET00001692,ORD0054974,CUST054974,RECEIVED,Not needed,2024-03-04,2024-03-04
RET00001693,ORD0054999,CUST054999,PICKUP_SCHEDULED,Not needed,2024-10-27,2024-10-27
RET00001694,ORD0055055,CUST055055,REQUESTED,Not needed,2020-02-06,
RET00001695,ORD0055060,CUST055060,RECEIVED,Not needed,2023-02-07,2023-02-07
RET00001696,ORD0055084,CUST055084,COMPLETED,Product issue,2023-08-11,2023-08-11
RET00001697,ORD0055089,CUST055089,PICKUP_SCHEDULED,Damaged item,2022-07-09,2022-07-09
RET00001698,ORD0055138,CUST055138,RECEIVED,Wrong item,2023-11-16,2023-11-16
RET00001699,ORD0055140,CUST055140,COMPLETED,Damaged item,2024-03-16,2024-03-16
RET00001700,ORD0055151,CUST055151,COMPLETED,Product issue,2022-05-29,2022-05-29
RET00001701,ORD0055185,CUST055185,PICKUP_SCHEDULED,Damaged item,2020-03-19,2020-03-19
RET00001702,ORD0055282,CUST055282,PICKUP_SCHEDULED,Wrong item,2020-02-21,2020-02-21
RET00001703,ORD0055337,CUST055337,COMPLETED,Not needed,2024-06-17,2024-06-17
RET00001704,ORD0055347,CUST055347,RECEIVED,Not needed,2021-07-08,2021-07-08
RET00001705,ORD0055421,CUST055421,PICKUP_SCHEDULED,Wrong item,2023-10-18,2023-10-18
RET00001706,ORD0055468,CUST055468,RECEIVED,Missing item,2021-12-09,2021-12-09
RET00001707,ORD0055501,CUST055501,PICKUP_SCHEDULED,Missing item,2020-10-28,2020-10-28
RET00001708,ORD0055517,CUST055517,COMPLETED,Damaged item,2022-04-23,2022-04-23
RET00001709,ORD0055549,CUST055549,COMPLETED,Not needed,2020-11-13,2020-11-13
RET00001710,ORD0055554,CUST055554,PICKUP_SCHEDULED,Wrong item,2024-10-09,2024-10-09
RET00001711,ORD0055584,CUST055584,RECEIVED,Product issue,2022-11-20,2022-11-20
RET00001712,ORD0055643,CUST055643,COMPLETED,Wrong item,2023-12-16,2023-12-16
RET00001713,ORD0055644,CUST055644,COMPLETED,Product issue,2024-02-08,2024-02-08
RET00001714,ORD0055648,CUST055648,COMPLETED,Missing item,2023-11-08,2023-11-08
RET00001715,ORD0055684,CUST055684,RECEIVED,Missing item,2023-10-22,2023-10-22
RET00001716,ORD0055751,CUST055751,COMPLETED,Product issue,2020-03-18,2020-03-18
RET00001717,ORD0055765,CUST055765,RECEIVED,Wrong item,2023-09-25,2023-09-25
RET00001718,ORD0055786,CUST055786,COMPLETED,Wrong item,2024-11-22,2024-11-22
RET00001719,ORD0055810,CUST055810,COMPLETED,Damaged item,2022-12-18,2022-12-18
RET00001720,ORD0055820,CUST055820,COMPLETED,Product issue,2022-03-26,2022-03-26
RET00001721,ORD0055893,CUST055893,RECEIVED,Missing item,2021-06-29,2021-06-29
RET00001722,ORD0055899,CUST055899,COMPLETED,Wrong item,2022-02-07,2022-02-07
RET00001723,ORD0055959,CUST055959,REQUESTED,Damaged item,2021-04-03,
RET00001724,ORD0055978,CUST055978,PICKUP_SCHEDULED,Not needed,2022-01-29,2022-01-29
RET00001725,ORD0055982,CUST055982,APPROVED,Product issue,2022-09-18,2022-09-18
RET00001726,ORD0055991,CUST055991,REQUESTED,Missing item,2020-02-29,
RET00001727,ORD0056026,CUST056026,PICKUP_SCHEDULED,Not needed,2021-12-19,2021-12-19
RET00001728,ORD0056090,CUST056090,RECEIVED,Wrong item,2022-05-19,2022-05-19
RET00001729,ORD0056094,CUST056094,COMPLETED,Wrong item,2020-07-29,2020-07-29
RET00001730,ORD0056132,CUST056132,COMPLETED,Product issue,2022-12-20,2022-12-20
RET00001731,ORD0056173,CUST056173,COMPLETED,Wrong item,2023-03-15,2023-03-15
